"","ubicgeo","cod_delito","total_procesados","anio","sistema","concepto"
"512","01001",7010,1,"2019","control","- Narcomenudeo"
"513","01001",1010,1,"2019","control","- Homicidio"
"514","01001",7010,1,"2019","control","- Narcomenudeo"
"515","01001",1010,1,"2019","control","- Homicidio"
"516","01001",7010,1,"2019","control","- Narcomenudeo"
"517","01001",1010,1,"2019","control","- Homicidio"
"518","01001",1010,3,"2019","control","- Homicidio"
"519","01001",7010,1,"2019","control","- Narcomenudeo"
"520","01001",1010,1,"2019","control","- Homicidio"
"521","01001",1010,4,"2019","control","- Homicidio"
"522","01001",1010,1,"2019","control","- Homicidio"
"523","01001",3040,1,"2019","control","- Violación"
"524","01001",1010,1,"2019","control","- Homicidio"
"525","01001",1010,1,"2019","control","- Homicidio"
"526","01001",7010,2,"2019","control","- Narcomenudeo"
"527","01001",1010,1,"2019","control","- Homicidio"
"528","01001",7010,1,"2019","control","- Narcomenudeo"
"529","01001",1010,1,"2019","control","- Homicidio"
"530","01001",7010,1,"2019","control","- Narcomenudeo"
"531","01001",1010,1,"2019","control","- Homicidio"
"532","01001",2060,1,"2019","control","- Secuestro"
"533","01001",7010,1,"2019","control","- Narcomenudeo"
"534","01001",3040,1,"2019","control","- Violación"
"535","01001",1010,1,"2019","control","- Homicidio"
"536","01001",7010,1,"2019","control","- Narcomenudeo"
"537","01001",7010,1,"2019","control","- Narcomenudeo"
"538","01001",7010,1,"2019","control","- Narcomenudeo"
"539","01001",1010,1,"2019","control","- Homicidio"
"540","01001",1010,1,"2019","control","- Homicidio"
"541","01001",7010,1,"2019","control","- Narcomenudeo"
"542","01001",7010,1,"2019","control","- Narcomenudeo"
"543","01001",1010,2,"2019","control","- Homicidio"
"544","01001",7010,1,"2019","control","- Narcomenudeo"
"545","01001",1010,1,"2019","control","- Homicidio"
"546","01001",7010,1,"2019","control","- Narcomenudeo"
"547","01001",7010,1,"2019","control","- Narcomenudeo"
"548","01001",3040,1,"2019","control","- Violación"
"549","01001",3040,1,"2019","control","- Violación"
"550","01001",7010,1,"2019","control","- Narcomenudeo"
"551","01001",7010,1,"2019","control","- Narcomenudeo"
"552","01001",1010,1,"2019","control","- Homicidio"
"553","01001",3040,1,"2019","control","- Violación"
"554","01001",7010,1,"2019","control","- Narcomenudeo"
"555","01001",3040,1,"2019","control","- Violación"
"556","01001",7010,1,"2019","control","- Narcomenudeo"
"557","01001",7010,2,"2019","control","- Narcomenudeo"
"558","01001",7010,1,"2019","control","- Narcomenudeo"
"559","01001",1010,3,"2019","control","- Homicidio"
"560","01001",7010,1,"2019","control","- Narcomenudeo"
"561","01001",7010,1,"2019","control","- Narcomenudeo"
"562","01001",7010,1,"2019","control","- Narcomenudeo"
"563","01001",1010,1,"2019","control","- Homicidio"
"564","01001",5010,1,"2019","control","- Violencia familiar"
"565","01001",1010,1,"2019","control","- Homicidio"
"566","01001",7010,1,"2019","control","- Narcomenudeo"
"567","01001",7010,1,"2019","control","- Narcomenudeo"
"568","01001",7010,2,"2019","control","- Narcomenudeo"
"569","01001",2060,1,"2019","control","- Secuestro"
"570","01001",7010,1,"2019","control","- Narcomenudeo"
"571","01001",3040,1,"2019","control","- Violación"
"572","01001",7010,4,"2019","control","- Narcomenudeo"
"573","01001",7010,1,"2019","control","- Narcomenudeo"
"574","01001",7010,1,"2019","control","- Narcomenudeo"
"575","01001",1010,1,"2019","control","- Homicidio"
"576","01001",7010,1,"2019","control","- Narcomenudeo"
"577","01001",5010,1,"2019","control","- Violencia familiar"
"578","01001",1010,1,"2019","control","- Homicidio"
"579","01001",7010,1,"2019","control","- Narcomenudeo"
"580","01001",2060,1,"2019","control","- Secuestro"
"581","01001",3040,1,"2019","control","- Violación"
"582","01001",7010,2,"2019","control","- Narcomenudeo"
"583","01001",7010,1,"2019","control","- Narcomenudeo"
"584","01001",5010,1,"2019","control","- Violencia familiar"
"585","01001",7010,1,"2019","control","- Narcomenudeo"
"586","01001",7010,1,"2019","control","- Narcomenudeo"
"587","01001",7010,1,"2020","control","- Narcomenudeo"
"588","01001",7010,1,"2020","control","- Narcomenudeo"
"589","01001",7010,1,"2020","control","- Narcomenudeo"
"590","01001",7010,2,"2020","control","- Narcomenudeo"
"591","01001",5010,1,"2020","control","- Violencia familiar"
"592","01001",7010,1,"2020","control","- Narcomenudeo"
"593","01001",7010,1,"2020","control","- Narcomenudeo"
"594","01001",1010,2,"2020","control","- Homicidio"
"595","01001",7010,1,"2020","control","- Narcomenudeo"
"596","01001",7010,1,"2020","control","- Narcomenudeo"
"597","01001",7010,6,"2020","control","- Narcomenudeo"
"598","01001",7010,1,"2020","control","- Narcomenudeo"
"599","01001",7010,1,"2020","control","- Narcomenudeo"
"600","01001",7010,1,"2020","control","- Narcomenudeo"
"601","01001",7010,1,"2020","control","- Narcomenudeo"
"602","01001",7010,1,"2020","control","- Narcomenudeo"
"603","01001",7010,1,"2020","control","- Narcomenudeo"
"604","01001",7010,2,"2020","control","- Narcomenudeo"
"605","01001",7010,1,"2020","control","- Narcomenudeo"
"606","01001",7010,4,"2020","control","- Narcomenudeo"
"607","01001",7010,1,"2020","control","- Narcomenudeo"
"608","01001",7010,1,"2020","control","- Narcomenudeo"
"609","01001",7010,1,"2020","control","- Narcomenudeo"
"610","01001",7010,1,"2020","control","- Narcomenudeo"
"611","01001",7010,1,"2020","control","- Narcomenudeo"
"612","01001",7010,1,"2020","control","- Narcomenudeo"
"613","01001",7010,1,"2020","control","- Narcomenudeo"
"614","01001",5010,1,"2020","control","- Violencia familiar"
"615","01001",7010,1,"2020","control","- Narcomenudeo"
"616","01001",5010,2,"2020","control","- Violencia familiar"
"617","01001",7010,1,"2020","control","- Narcomenudeo"
"618","01001",7010,1,"2020","control","- Narcomenudeo"
"619","01001",7010,1,"2020","control","- Narcomenudeo"
"620","01001",7010,1,"2020","control","- Narcomenudeo"
"621","01001",1010,4,"2020","control","- Homicidio"
"622","01001",7010,1,"2020","control","- Narcomenudeo"
"623","01001",7010,1,"2020","control","- Narcomenudeo"
"624","01001",5010,2,"2020","control","- Violencia familiar"
"625","01001",5010,1,"2020","control","- Violencia familiar"
"626","01001",7010,1,"2020","control","- Narcomenudeo"
"627","01001",7010,1,"2020","control","- Narcomenudeo"
"628","01001",7010,1,"2020","control","- Narcomenudeo"
"629","01001",5010,1,"2020","control","- Violencia familiar"
"630","01001",7010,1,"2020","control","- Narcomenudeo"
"631","01001",7010,1,"2020","control","- Narcomenudeo"
"632","01001",7010,1,"2020","control","- Narcomenudeo"
"633","01001",7010,1,"2020","control","- Narcomenudeo"
"634","01001",7010,1,"2020","control","- Narcomenudeo"
"635","01001",5010,1,"2020","control","- Violencia familiar"
"636","01001",7010,1,"2020","control","- Narcomenudeo"
"637","01001",5010,1,"2020","control","- Violencia familiar"
"638","01001",7010,1,"2020","control","- Narcomenudeo"
"639","01001",5010,1,"2020","control","- Violencia familiar"
"640","01001",7010,1,"2020","control","- Narcomenudeo"
"641","01001",7010,1,"2020","control","- Narcomenudeo"
"642","01001",5010,2,"2020","control","- Violencia familiar"
"643","01001",7010,1,"2020","control","- Narcomenudeo"
"644","01001",7010,1,"2020","control","- Narcomenudeo"
"645","01001",7010,1,"2020","control","- Narcomenudeo"
"646","01001",7010,1,"2020","control","- Narcomenudeo"
"647","01001",7010,1,"2020","control","- Narcomenudeo"
"648","01001",7010,1,"2020","control","- Narcomenudeo"
"649","01001",7010,2,"2020","control","- Narcomenudeo"
"650","01001",7010,2,"2020","control","- Narcomenudeo"
"651","01001",7010,1,"2020","control","- Narcomenudeo"
"652","01001",7010,3,"2020","control","- Narcomenudeo"
"653","01001",7010,1,"2020","control","- Narcomenudeo"
"654","01001",7010,1,"2020","control","- Narcomenudeo"
"655","01001",7010,1,"2020","control","- Narcomenudeo"
"656","01001",7010,1,"2020","control","- Narcomenudeo"
"657","01001",7010,1,"2020","control","- Narcomenudeo"
"658","01001",7010,1,"2020","control","- Narcomenudeo"
"659","01001",7010,1,"2020","control","- Narcomenudeo"
"660","01001",7010,1,"2020","control","- Narcomenudeo"
"661","01001",7010,1,"2020","control","- Narcomenudeo"
"662","01001",1010,2,"2020","control","- Homicidio"
"663","01001",3040,1,"2020","control","- Violación"
"664","01001",7010,1,"2020","control","- Narcomenudeo"
"665","01001",7010,1,"2020","control","- Narcomenudeo"
"666","01001",7010,1,"2020","control","- Narcomenudeo"
"667","01001",7010,1,"2020","control","- Narcomenudeo"
"668","01001",7010,1,"2020","control","- Narcomenudeo"
"669","01001",7010,1,"2020","control","- Narcomenudeo"
"670","01001",7010,1,"2020","control","- Narcomenudeo"
"671","01001",7010,1,"2020","control","- Narcomenudeo"
"672","01001",7010,1,"2020","control","- Narcomenudeo"
"673","01001",7010,1,"2020","control","- Narcomenudeo"
"674","01001",7010,1,"2020","control","- Narcomenudeo"
"675","01001",7010,1,"2020","control","- Narcomenudeo"
"676","01001",7010,1,"2020","control","- Narcomenudeo"
"677","01001",1010,1,"2020","control","- Homicidio"
"678","01001",7010,1,"2020","control","- Narcomenudeo"
"679","01001",7010,1,"2020","control","- Narcomenudeo"
"680","01001",7010,1,"2020","control","- Narcomenudeo"
"681","01001",7010,1,"2020","control","- Narcomenudeo"
"682","01001",5010,1,"2020","control","- Violencia familiar"
"683","01001",7010,2,"2020","control","- Narcomenudeo"
"684","01001",7010,1,"2020","control","- Narcomenudeo"
"685","01001",7010,1,"2020","control","- Narcomenudeo"
"686","01001",7010,1,"2020","control","- Narcomenudeo"
"687","01001",7010,1,"2020","control","- Narcomenudeo"
"688","01001",7010,1,"2020","control","- Narcomenudeo"
"689","01001",7010,1,"2020","control","- Narcomenudeo"
"690","01001",7010,1,"2020","control","- Narcomenudeo"
"691","01001",5010,1,"2020","control","- Violencia familiar"
"692","01001",7010,1,"2020","control","- Narcomenudeo"
"693","01001",5010,1,"2020","control","- Violencia familiar"
"694","01001",1010,2,"2020","control","- Homicidio"
"695","01001",1010,1,"2020","control","- Homicidio"
"696","01001",7010,1,"2020","control","- Narcomenudeo"
"697","01001",7010,1,"2020","control","- Narcomenudeo"
"698","01001",7010,1,"2020","control","- Narcomenudeo"
"699","01001",7010,1,"2020","control","- Narcomenudeo"
"700","01001",1010,1,"2020","control","- Homicidio"
"701","01001",7010,1,"2020","control","- Narcomenudeo"
"702","01001",7010,1,"2020","control","- Narcomenudeo"
"703","01001",7010,1,"2020","control","- Narcomenudeo"
"704","01001",7010,1,"2020","control","- Narcomenudeo"
"705","01001",3040,1,"2020","control","- Violación"
"706","01001",5010,1,"2020","control","- Violencia familiar"
"707","01001",2060,2,"2020","control","- Secuestro"
"708","01001",7010,1,"2020","control","- Narcomenudeo"
"709","01001",7010,1,"2020","control","- Narcomenudeo"
"710","01001",7010,5,"2020","control","- Narcomenudeo"
"711","01001",7010,1,"2020","control","- Narcomenudeo"
"712","01001",1010,1,"2020","control","- Homicidio"
"713","01001",7010,5,"2020","control","- Narcomenudeo"
"714","01001",7010,1,"2020","control","- Narcomenudeo"
"715","01001",7010,1,"2020","control","- Narcomenudeo"
"716","01001",5010,1,"2020","control","- Violencia familiar"
"717","01001",7010,1,"2020","control","- Narcomenudeo"
"718","01001",7010,1,"2020","control","- Narcomenudeo"
"719","01001",1010,1,"2020","control","- Homicidio"
"720","01001",7010,1,"2020","control","- Narcomenudeo"
"721","01001",3040,1,"2020","control","- Violación"
"722","01001",7010,1,"2020","control","- Narcomenudeo"
"723","01001",1010,1,"2020","control","- Homicidio"
"724","01001",7010,1,"2020","control","- Narcomenudeo"
"725","01001",7010,1,"2020","control","- Narcomenudeo"
"726","01001",5010,1,"2020","control","- Violencia familiar"
"727","01001",7010,1,"2020","control","- Narcomenudeo"
"728","01001",1010,1,"2020","control","- Homicidio"
"729","01001",7010,1,"2020","control","- Narcomenudeo"
"730","01001",7010,1,"2020","control","- Narcomenudeo"
"731","01001",7010,1,"2020","control","- Narcomenudeo"
"732","01001",7010,1,"2020","control","- Narcomenudeo"
"733","01001",7010,1,"2020","control","- Narcomenudeo"
"734","01001",7010,1,"2020","control","- Narcomenudeo"
"735","01001",7010,1,"2020","control","- Narcomenudeo"
"736","01001",7010,2,"2020","control","- Narcomenudeo"
"737","01001",7010,1,"2020","control","- Narcomenudeo"
"738","01001",5010,1,"2020","control","- Violencia familiar"
"739","01001",7010,1,"2020","control","- Narcomenudeo"
"740","01001",1010,1,"2020","control","- Homicidio"
"741","01001",7010,1,"2020","control","- Narcomenudeo"
"742","01001",7010,1,"2020","control","- Narcomenudeo"
"743","01001",7010,1,"2020","control","- Narcomenudeo"
"744","01001",7010,1,"2020","control","- Narcomenudeo"
"745","01001",7010,1,"2020","control","- Narcomenudeo"
"746","01001",7010,1,"2020","control","- Narcomenudeo"
"747","01001",7010,1,"2020","control","- Narcomenudeo"
"748","01001",7010,1,"2020","control","- Narcomenudeo"
"749","01001",7010,1,"2020","control","- Narcomenudeo"
"750","01001",7010,2,"2020","control","- Narcomenudeo"
"751","01001",3040,1,"2020","control","- Violación"
"752","01001",7010,1,"2020","control","- Narcomenudeo"
"753","01001",7010,1,"2020","control","- Narcomenudeo"
"754","01001",7010,1,"2020","control","- Narcomenudeo"
"755","01001",1010,2,"2020","control","- Homicidio"
"756","01001",7010,1,"2020","control","- Narcomenudeo"
"757","01001",7010,1,"2020","control","- Narcomenudeo"
"758","01001",7010,1,"2020","control","- Narcomenudeo"
"759","01001",7010,1,"2020","control","- Narcomenudeo"
"760","01001",1010,1,"2020","control","- Homicidio"
"761","01001",7010,1,"2020","control","- Narcomenudeo"
"762","01001",2060,1,"2020","control","- Secuestro"
"763","01001",7010,3,"2020","control","- Narcomenudeo"
"764","01001",7010,2,"2020","control","- Narcomenudeo"
"765","01001",7010,1,"2020","control","- Narcomenudeo"
"766","01001",7010,1,"2020","control","- Narcomenudeo"
"767","01001",7010,1,"2020","control","- Narcomenudeo"
"768","01001",3040,1,"2020","control","- Violación"
"769","01001",5010,1,"2020","control","- Violencia familiar"
"770","01001",7010,3,"2020","control","- Narcomenudeo"
"771","01001",7010,1,"2020","control","- Narcomenudeo"
"772","01001",7010,1,"2020","control","- Narcomenudeo"
"773","01001",1010,1,"2020","control","- Homicidio"
"774","01001",7010,1,"2020","control","- Narcomenudeo"
"775","01001",7010,1,"2020","control","- Narcomenudeo"
"776","01001",7010,1,"2020","control","- Narcomenudeo"
"777","01001",5010,1,"2020","control","- Violencia familiar"
"778","01001",7010,1,"2020","control","- Narcomenudeo"
"779","01001",7010,1,"2020","control","- Narcomenudeo"
"780","01001",5010,1,"2020","control","- Violencia familiar"
"781","01001",5010,1,"2020","control","- Violencia familiar"
"782","01001",7010,1,"2020","control","- Narcomenudeo"
"783","01001",1010,1,"2020","control","- Homicidio"
"784","01001",1010,1,"2020","control","- Homicidio"
"785","01001",1010,1,"2020","control","- Homicidio"
"786","01001",2060,4,"2020","control","- Secuestro"
"787","01001",7010,1,"2020","control","- Narcomenudeo"
"788","01001",7010,1,"2020","control","- Narcomenudeo"
"789","01001",2060,1,"2020","control","- Secuestro"
"790","01001",2060,3,"2020","control","- Secuestro"
"791","01001",7010,1,"2020","control","- Narcomenudeo"
"792","01001",7010,1,"2020","control","- Narcomenudeo"
"793","01001",3040,1,"2020","control","- Violación"
"794","01001",3040,1,"2020","control","- Violación"
"795","01001",1010,1,"2020","control","- Homicidio"
"796","01001",7010,1,"2020","control","- Narcomenudeo"
"797","01001",1010,3,"2020","control","- Homicidio"
"798","01001",1010,1,"2020","control","- Homicidio"
"799","01001",7010,1,"2020","control","- Narcomenudeo"
"800","01001",3040,1,"2020","control","- Violación"
"801","01001",5010,1,"2020","control","- Violencia familiar"
"802","01001",7010,1,"2020","control","- Narcomenudeo"
"803","01001",7010,1,"2020","control","- Narcomenudeo"
"804","01001",7010,2,"2020","control","- Narcomenudeo"
"805","01001",7010,1,"2020","control","- Narcomenudeo"
"806","01001",7010,1,"2020","control","- Narcomenudeo"
"807","01001",7010,1,"2020","control","- Narcomenudeo"
"808","01001",7010,1,"2020","control","- Narcomenudeo"
"809","01001",1010,1,"2020","control","- Homicidio"
"810","01001",7010,1,"2020","control","- Narcomenudeo"
"811","01001",7010,1,"2020","control","- Narcomenudeo"
"812","01001",3040,1,"2020","control","- Violación"
"813","01001",1010,1,"2020","control","- Homicidio"
"814","01001",7010,1,"2020","control","- Narcomenudeo"
"815","01001",7010,1,"2020","control","- Narcomenudeo"
"816","01001",7010,1,"2020","control","- Narcomenudeo"
"817","01001",7010,1,"2020","control","- Narcomenudeo"
"818","01001",5010,1,"2020","control","- Violencia familiar"
"819","01001",1010,2,"2020","control","- Homicidio"
"820","01001",7010,2,"2020","control","- Narcomenudeo"
"821","01001",1010,1,"2020","control","- Homicidio"
"822","01001",2060,1,"2020","control","- Secuestro"
"823","01001",1010,1,"2020","control","- Homicidio"
"824","01001",7010,1,"2020","control","- Narcomenudeo"
"825","01001",7010,1,"2020","control","- Narcomenudeo"
"826","01001",7010,1,"2020","control","- Narcomenudeo"
"827","01001",7010,2,"2020","control","- Narcomenudeo"
"828","01001",7010,1,"2020","control","- Narcomenudeo"
"829","01001",7010,1,"2020","control","- Narcomenudeo"
"830","01001",7010,1,"2020","control","- Narcomenudeo"
"831","01001",5010,1,"2020","control","- Violencia familiar"
"832","01001",7010,1,"2020","control","- Narcomenudeo"
"833","01001",7010,1,"2020","control","- Narcomenudeo"
"834","01001",3040,1,"2020","control","- Violación"
"835","01001",5010,1,"2020","control","- Violencia familiar"
"836","01001",7010,1,"2020","control","- Narcomenudeo"
"837","01001",7010,1,"2020","control","- Narcomenudeo"
"838","01001",7010,1,"2020","control","- Narcomenudeo"
"839","01001",7010,1,"2020","control","- Narcomenudeo"
"840","01001",3040,1,"2020","control","- Violación"
"841","01001",7010,1,"2020","control","- Narcomenudeo"
"842","01001",5010,1,"2020","control","- Violencia familiar"
"843","01001",7010,2,"2020","control","- Narcomenudeo"
"844","01001",1010,1,"2020","control","- Homicidio"
"845","01001",7010,2,"2020","control","- Narcomenudeo"
"846","01001",7010,1,"2020","control","- Narcomenudeo"
"847","01001",7010,1,"2020","control","- Narcomenudeo"
"848","01001",7010,1,"2020","control","- Narcomenudeo"
"849","01001",7010,1,"2020","control","- Narcomenudeo"
"850","01001",7010,1,"2020","control","- Narcomenudeo"
"851","01001",7010,4,"2020","control","- Narcomenudeo"
"852","01001",1010,1,"2020","control","- Homicidio"
"853","01001",7010,1,"2020","control","- Narcomenudeo"
"854","01001",7010,4,"2020","control","- Narcomenudeo"
"855","01001",7010,1,"2020","control","- Narcomenudeo"
"856","01001",7010,1,"2020","control","- Narcomenudeo"
"857","01001",1010,1,"2020","control","- Homicidio"
"858","01001",3040,1,"2020","control","- Violación"
"859","01001",5010,1,"2020","control","- Violencia familiar"
"860","01001",1010,1,"2020","control","- Homicidio"
"861","01001",7010,1,"2020","control","- Narcomenudeo"
"862","01001",3040,1,"2020","control","- Violación"
"863","01001",5010,1,"2020","control","- Violencia familiar"
"864","01001",7010,1,"2020","control","- Narcomenudeo"
"865","01001",5010,1,"2020","control","- Violencia familiar"
"866","01001",7010,1,"2020","control","- Narcomenudeo"
"867","01001",2060,1,"2020","control","- Secuestro"
"868","01001",7010,1,"2020","control","- Narcomenudeo"
"869","01001",7010,1,"2020","control","- Narcomenudeo"
"870","01001",7010,1,"2020","control","- Narcomenudeo"
"871","01001",1010,1,"2020","control","- Homicidio"
"872","01001",7010,1,"2020","control","- Narcomenudeo"
"873","01001",5010,1,"2020","control","- Violencia familiar"
"874","01001",7010,1,"2020","control","- Narcomenudeo"
"875","01001",1010,1,"2020","control","- Homicidio"
"876","01001",7010,2,"2020","control","- Narcomenudeo"
"877","01001",5010,1,"2020","control","- Violencia familiar"
"878","01001",7010,1,"2020","control","- Narcomenudeo"
"879","01001",7010,1,"2020","control","- Narcomenudeo"
"880","01001",7010,1,"2020","control","- Narcomenudeo"
"881","01001",7010,1,"2020","control","- Narcomenudeo"
"882","01001",1010,2,"2020","control","- Homicidio"
"883","01001",3040,1,"2020","control","- Violación"
"884","01001",7010,1,"2020","control","- Narcomenudeo"
"885","01001",7010,1,"2020","control","- Narcomenudeo"
"886","01001",3040,1,"2020","control","- Violación"
"887","01001",1010,1,"2020","control","- Homicidio"
"888","01001",7010,1,"2020","control","- Narcomenudeo"
"889","01001",3040,1,"2020","control","- Violación"
"890","01001",5010,1,"2020","control","- Violencia familiar"
"891","01001",5010,1,"2020","control","- Violencia familiar"
"892","01001",7010,1,"2020","control","- Narcomenudeo"
"893","01001",7010,1,"2020","control","- Narcomenudeo"
"894","01001",7010,1,"2020","control","- Narcomenudeo"
"895","01001",7010,1,"2020","control","- Narcomenudeo"
"896","01001",7010,1,"2020","control","- Narcomenudeo"
"897","01001",1010,1,"2020","control","- Homicidio"
"898","01001",5010,1,"2020","control","- Violencia familiar"
"899","01001",7010,1,"2020","control","- Narcomenudeo"
"900","01001",5010,1,"2020","control","- Violencia familiar"
"901","01001",7010,1,"2020","control","- Narcomenudeo"
"902","01001",1010,1,"2020","control","- Homicidio"
"903","01001",7010,1,"2020","control","- Narcomenudeo"
"904","01001",7010,1,"2020","control","- Narcomenudeo"
"905","01001",7010,1,"2020","control","- Narcomenudeo"
"906","01001",7010,1,"2020","control","- Narcomenudeo"
"907","01001",1010,1,"2020","control","- Homicidio"
"908","01001",7010,1,"2020","control","- Narcomenudeo"
"909","01001",7010,1,"2020","control","- Narcomenudeo"
"910","01001",3040,1,"2020","control","- Violación"
"911","01001",7010,1,"2020","control","- Narcomenudeo"
"912","01001",7010,1,"2020","control","- Narcomenudeo"
"913","01001",7010,1,"2020","control","- Narcomenudeo"
"914","01001",5010,1,"2020","control","- Violencia familiar"
"915","01001",7010,1,"2020","control","- Narcomenudeo"
"916","01001",7010,1,"2020","control","- Narcomenudeo"
"917","01001",7010,1,"2020","control","- Narcomenudeo"
"918","01001",7010,1,"2020","control","- Narcomenudeo"
"919","01001",1010,1,"2020","control","- Homicidio"
"920","01001",7010,1,"2020","control","- Narcomenudeo"
"921","01001",7010,1,"2020","control","- Narcomenudeo"
"922","01001",7010,1,"2020","control","- Narcomenudeo"
"923","01001",1010,1,"2020","control","- Homicidio"
"924","01001",1010,2,"2020","control","- Homicidio"
"925","01001",7010,1,"2020","control","- Narcomenudeo"
"926","01001",1010,5,"2020","control","- Homicidio"
"927","01001",7010,1,"2020","control","- Narcomenudeo"
"928","01001",7010,1,"2020","control","- Narcomenudeo"
"929","01001",7010,2,"2020","control","- Narcomenudeo"
"930","01001",7010,1,"2020","control","- Narcomenudeo"
"931","01001",7010,1,"2020","control","- Narcomenudeo"
"932","01001",7010,1,"2020","control","- Narcomenudeo"
"933","01001",3040,1,"2020","control","- Violación"
"934","01001",7010,1,"2020","control","- Narcomenudeo"
"935","01001",7010,2,"2020","control","- Narcomenudeo"
"936","01001",7010,1,"2020","control","- Narcomenudeo"
"937","01001",7010,1,"2020","control","- Narcomenudeo"
"938","01001",7010,1,"2020","control","- Narcomenudeo"
"939","01001",7010,1,"2020","control","- Narcomenudeo"
"940","01001",5010,1,"2020","control","- Violencia familiar"
"941","01001",7010,1,"2020","control","- Narcomenudeo"
"942","01001",7010,1,"2020","control","- Narcomenudeo"
"943","01001",7010,1,"2020","control","- Narcomenudeo"
"944","01001",7010,1,"2020","control","- Narcomenudeo"
"945","01001",7010,1,"2020","control","- Narcomenudeo"
"946","01001",7010,1,"2020","control","- Narcomenudeo"
"947","01001",7010,1,"2020","control","- Narcomenudeo"
"948","01001",7010,1,"2020","control","- Narcomenudeo"
"949","01001",7010,1,"2020","control","- Narcomenudeo"
"950","01001",1010,1,"2020","control","- Homicidio"
"951","01001",1010,1,"2020","control","- Homicidio"
"952","01001",7010,1,"2020","control","- Narcomenudeo"
"953","01001",7010,1,"2020","control","- Narcomenudeo"
"954","01001",7010,1,"2020","control","- Narcomenudeo"
"955","01001",5010,1,"2020","control","- Violencia familiar"
"956","01001",5010,1,"2020","control","- Violencia familiar"
"957","01001",5010,1,"2020","control","- Violencia familiar"
"958","01001",7010,1,"2020","control","- Narcomenudeo"
"959","01001",7010,1,"2020","control","- Narcomenudeo"
"960","01001",7010,1,"2020","control","- Narcomenudeo"
"961","01001",5010,1,"2020","control","- Violencia familiar"
"962","01001",5010,1,"2020","control","- Violencia familiar"
"963","01001",7010,2,"2020","control","- Narcomenudeo"
"964","01001",7010,1,"2020","control","- Narcomenudeo"
"965","01001",7010,1,"2020","control","- Narcomenudeo"
"966","01001",7010,1,"2020","control","- Narcomenudeo"
"967","01001",7010,1,"2020","control","- Narcomenudeo"
"968","01001",7010,1,"2020","control","- Narcomenudeo"
"969","01001",5010,1,"2020","control","- Violencia familiar"
"970","01001",7010,1,"2020","control","- Narcomenudeo"
"971","01001",3040,1,"2020","control","- Violación"
"972","01001",1010,1,"2020","control","- Homicidio"
"973","01001",7010,1,"2020","control","- Narcomenudeo"
"974","01001",7010,1,"2020","control","- Narcomenudeo"
"975","01001",7010,1,"2020","control","- Narcomenudeo"
"976","01001",7010,1,"2020","control","- Narcomenudeo"
"977","01001",5010,1,"2020","control","- Violencia familiar"
"978","01001",7010,1,"2020","control","- Narcomenudeo"
"979","01001",7010,1,"2020","control","- Narcomenudeo"
"980","01001",2060,1,"2020","control","- Secuestro"
"981","01001",7010,1,"2020","control","- Narcomenudeo"
"982","01001",7010,1,"2020","control","- Narcomenudeo"
"983","01001",7010,1,"2020","control","- Narcomenudeo"
"984","01001",7010,1,"2020","control","- Narcomenudeo"
"985","01001",2060,4,"2020","control","- Secuestro"
"986","01001",3040,1,"2020","control","- Violación"
"987","01001",5010,1,"2020","control","- Violencia familiar"
"988","01001",7010,1,"2020","control","- Narcomenudeo"
"989","01001",3040,1,"2020","control","- Violación"
"990","01001",7010,1,"2020","control","- Narcomenudeo"
"991","01001",7010,1,"2020","control","- Narcomenudeo"
"992","01001",7010,1,"2020","control","- Narcomenudeo"
"993","01001",7010,1,"2020","control","- Narcomenudeo"
"994","01001",7010,2,"2020","control","- Narcomenudeo"
"995","01001",3040,1,"2020","control","- Violación"
"996","01001",7010,1,"2020","control","- Narcomenudeo"
"997","01001",7010,1,"2020","control","- Narcomenudeo"
"998","01001",7010,1,"2020","control","- Narcomenudeo"
"999","01001",7010,1,"2020","control","- Narcomenudeo"
"1000","01001",7010,2,"2020","control","- Narcomenudeo"
"1001","01001",7010,1,"2020","control","- Narcomenudeo"
"1002","01001",7010,1,"2020","control","- Narcomenudeo"
"1003","01001",7010,1,"2020","control","- Narcomenudeo"
"1004","01001",7010,1,"2020","control","- Narcomenudeo"
"1005","01001",7010,1,"2020","control","- Narcomenudeo"
"1006","01001",2060,1,"2020","control","- Secuestro"
"1007","01001",5010,1,"2020","control","- Violencia familiar"
"1008","01001",7010,1,"2020","control","- Narcomenudeo"
"1009","01001",7010,1,"2020","control","- Narcomenudeo"
"1010","01001",5010,1,"2020","control","- Violencia familiar"
"1011","01001",7010,1,"2020","control","- Narcomenudeo"
"1012","01001",7010,1,"2020","control","- Narcomenudeo"
"1013","01001",7010,1,"2020","control","- Narcomenudeo"
"1014","01001",1010,1,"2020","control","- Homicidio"
"1015","01001",2060,1,"2020","control","- Secuestro"
"1016","01001",7010,1,"2020","control","- Narcomenudeo"
"1017","01001",7010,1,"2020","control","- Narcomenudeo"
"1018","01001",3040,1,"2020","control","- Violación"
"1019","01001",7010,1,"2020","control","- Narcomenudeo"
"1020","01001",5010,1,"2020","control","- Violencia familiar"
"1021","01001",7010,1,"2020","control","- Narcomenudeo"
"1022","01001",7010,1,"2020","control","- Narcomenudeo"
"1023","01001",7010,1,"2020","control","- Narcomenudeo"
"1024","01001",7010,1,"2020","control","- Narcomenudeo"
"1025","01001",1010,1,"2020","control","- Homicidio"
