ubicageo,cod_expe,cod_deli,delirie7,califica,gdo_cons,form_com,form_acc,modalida,elemcomi,concurso,clasific,ent_ocur,muniocur,fec_ocur,totalca1,totalca2
"02002",13622,16157,10100,1,9,1,9,9,9,1,1,2,"02002","02/09/2014","1","1"
"02002",13622,16158,10100,1,9,1,9,4,9,1,1,2,"02002","02/09/2014","1","1"
"02003",13603,16162,40700,2,1,1,9,9,9,9,9,2,"02003","23/04/2016","1","1"
"02003",13604,16163,91900,2,9,1,9,4,9,9,1,2,"02003","15/01/2016","1","1"
"02003",13623,16161,40113,1,9,1,1,9,9,9,1,2,"02003","09/09/1899","1","2"
"02004",13605,16164,91900,9,9,1,9,4,9,9,9,2,"02004","09/07/2016","1","1"
"02004",13605,16165,91900,9,9,1,9,4,9,9,9,2,"02004","09/07/2016","1","1"
"02004",13605,16166,91900,9,9,1,9,4,9,9,9,2,"02004","09/07/2016","1","1"
"02004",13606,16167,40400,9,9,1,9,9,9,9,9,2,"02004","23/06/2016","1","2"
"03001",491,296,40111,2,1,1,1,3,2,9,1,3,"03001","11/08/2015","1","1"
"03001",492,297,40100,2,1,1,9,3,9,9,1,3,"03001","17/07/2015","1","1"
"03001",493,298,40100,2,1,1,2,1,9,9,1,3,"03001","22/09/2015","1","1"
"03001",494,299,30400,2,1,1,9,1,3,9,1,3,"03001","19/10/2015","1","1"
"03001",495,300,40100,2,1,1,1,3,2,9,1,3,"03001","12/01/2016","1","1"
"03001",496,301,30400,2,1,1,1,1,4,9,1,3,"03001","01/02/2016","1","1"
"03001",497,302,30400,2,1,1,9,1,9,9,1,3,"03001","15/03/2016","1","1"
"03001",498,303,30100,2,1,1,2,1,9,9,1,3,"03001","19/06/2016","1","1"
"03003",499,310,70101,2,1,1,9,1,9,9,1,3,"03003","05/04/2016","1","1"
"03003",502,308,30100,1,1,1,9,9,9,9,1,3,"03003","09/09/1899","1","1"
"03003",503,309,40100,9,1,1,1,3,4,9,1,3,"03003","20/03/2016","1","1"
"03003",504,304,40100,1,1,1,1,3,1,9,1,3,"03003","01/04/2016","1","2"
"05010",515,324,40600,2,1,2,2,1,4,9,1,5,"05018","13/03/2015","1","1"
"05010",516,325,10200,1,1,1,2,3,4,9,1,5,"05018","02/07/2014","1","1"
"05010",517,326,10100,1,1,2,9,3,4,9,1,5,"05018","28/09/2014","1","1"
"05010",517,327,40600,1,1,2,9,3,4,9,1,5,"05018","28/09/2014","1","1"
"05010",518,328,10100,1,1,1,1,5,1,9,1,5,"05007","22/12/2014","1","1"
"05010",519,329,10400,1,1,1,1,3,4,9,1,5,"05010","25/09/2014","1","1"
"05010",520,330,10100,1,1,1,1,3,1,9,1,5,"05018","30/11/2015","1","1"
"05010",521,331,10200,1,1,1,2,3,4,9,1,5,"05018","05/04/2015","1","1"
"05010",522,332,40103,1,1,1,2,3,4,9,1,5,"05018","20/11/1999","1","1"
"05010",523,333,40700,2,1,1,2,2,4,9,1,5,"05031","24/07/2014","9","1"
"05010",524,334,10400,1,1,1,1,2,4,9,1,5,"05018","20/09/2013","1","1"
"05010",524,335,10400,1,1,1,1,3,4,9,1,5,"05018","20/09/2013","1","1"
"05010",525,336,40111,2,1,1,9,1,9,9,1,5,"05018","26/02/2014","3","1"
"05010",525,337,40100,2,1,1,9,1,9,9,1,5,"05018","26/02/2014","2","1"
"07019",84,146,40100,1,1,1,1,3,4,9,1,7,"07019","18/02/2016","1","1"
"07019",85,147,10200,1,1,1,1,9,2,9,1,7,"07019","09/09/1899","1","1"
"07078",20,231,10400,1,1,1,1,4,4,2,1,7,"07078","16/07/2016","1","1"
"07078",21,232,30500,1,1,1,1,5,3,2,1,7,"07078","04/07/2016","1","1"
"07078",22,233,50200,2,1,1,2,3,4,2,3,7,"07078","09/09/1899","1","3"
"07078",23,240,30100,1,2,1,1,3,3,2,1,7,"07026","04/01/2016","1","1"
"07078",24,236,70100,1,1,1,1,3,3,2,1,7,"07078","15/08/2016","1","1"
"07078",25,237,30400,1,1,1,1,3,3,2,1,7,"07024","24/03/2016","1","1"
"07078",26,238,10100,1,1,1,1,4,1,2,1,7,"07066","17/08/2016","1","1"
"07078",27,239,70100,1,1,1,2,3,3,2,1,7,"07078","19/08/2016","1","1"
"07078",28,241,70100,1,1,1,9,3,3,2,1,7,"07078","22/08/2016","1","1"
"07078",29,246,10400,2,1,1,9,3,4,2,1,7,"07078","29/08/2016","1","1"
"07078",29,247,40600,2,1,1,1,3,4,2,1,7,"07078","29/08/2016","1","1"
"07078",30,242,30400,1,1,1,1,5,3,2,1,7,"07078","12/07/2016","1","1"
"07078",31,243,30400,1,2,1,1,3,3,2,1,7,"07119","08/07/2016","1","1"
"07078",32,57,30100,2,2,1,1,3,3,2,1,7,"07093","27/04/2016","1","1"
"07078",32,251,30300,2,2,1,1,3,4,2,3,7,"07093","27/04/2016","1","1"
"07078",33,244,40100,2,1,1,1,3,4,2,1,7,"07078","07/09/2016","1","1"
"07078",34,59,10400,2,1,1,1,3,4,2,1,7,"07078","07/09/2016","1","1"
"07078",35,245,90100,2,2,1,1,3,4,2,1,7,"07078","07/09/2016","1","2"
"07078",36,248,10400,2,1,1,1,3,3,2,1,7,"07078","08/09/2016","1","1"
"07078",36,249,30100,1,2,1,1,3,3,2,1,7,"07078","08/09/2016","1","1"
"07078",37,250,30500,1,1,1,1,5,3,2,1,7,"07078","01/08/2016","1","1"
"07078",38,58,50200,2,1,1,9,3,4,2,3,7,"07078","20/09/2016","1","3"
"07078",39,65,10400,2,1,1,9,3,4,2,1,7,"07078","20/09/2016","1","2"
"07078",40,66,70100,1,1,1,9,3,4,2,1,7,"07078","23/09/2016","1","1"
"07078",41,60,20400,1,1,1,1,5,4,2,1,7,"07078","28/10/2015","1","1"
"07078",42,68,70102,1,1,1,1,3,4,2,1,7,"07078","27/09/2016","1","1"
"07078",43,61,30500,1,1,1,1,5,3,2,1,7,"07078","27/04/2016","1","1"
"07078",44,62,70100,1,1,1,1,3,4,2,1,7,"07078","06/10/2016","1","1"
"07078",45,63,40100,1,1,1,1,3,4,2,1,7,"07078","07/10/2016","1","1"
"07078",46,64,30400,1,1,1,1,3,3,2,1,7,"07078","04/10/2016","1","1"
"07078",47,67,10100,1,2,1,1,3,2,2,1,7,"07094","09/10/2016","1","1"
"07078",48,69,30500,1,1,1,1,3,3,2,1,7,"07047","13/10/2016","1","1"
"07078",49,70,30400,1,1,1,1,3,3,2,1,7,"07078","15/05/2016","1","1"
"07078",50,71,70100,1,1,1,1,3,4,2,1,7,"07078","17/10/2016","1","1"
"07078",51,72,70100,1,1,1,1,3,4,2,1,7,"07078","19/10/2016","1","1"
"07078",52,73,70100,1,1,1,1,3,4,2,1,7,"07078","19/10/2016","1","1"
"07078",53,74,30400,1,1,1,1,3,3,2,1,7,"07022","03/09/2016","1","1"
"07078",54,75,70100,1,1,1,1,3,4,2,1,7,"07078","20/10/2016","1","1"
"07078",55,76,30500,1,1,1,1,5,3,2,1,7,"07085","20/10/2016","1","1"
"07078",56,77,40100,2,1,1,1,3,4,2,1,7,"07078","22/10/2016","1","1"
"07078",57,78,30400,1,1,1,1,3,3,2,1,7,"07026","30/07/2016","1","1"
"07078",58,79,10100,1,1,1,1,4,1,2,1,7,"07013","27/10/2016","1","1"
"07078",59,80,30400,1,1,1,1,5,3,2,1,7,"07023","28/10/2016","1","1"
"07078",60,81,40100,2,1,1,1,3,4,2,1,7,"07078","28/10/2016","1","1"
"07078",61,82,40100,1,1,1,1,3,2,2,1,7,"07078","02/11/2016","1","1"
"07078",62,83,30600,1,1,1,9,3,4,2,9,7,"07078","09/09/1899","1","1"
"07078",63,84,10200,1,1,1,1,4,2,2,1,7,"07049","03/11/2016","1","1"
"07078",64,85,50100,2,1,1,1,3,4,2,1,7,"07078","29/05/2016","1","1"
"07078",64,86,10400,2,1,1,1,3,3,2,1,7,"07078","29/05/2016","1","1"
"07078",65,87,70100,1,1,1,1,3,4,2,1,7,"07078","08/11/2016","1","1"
"07078",66,88,70100,1,1,1,1,3,4,2,1,7,"07078","09/11/2016","1","1"
"07078",67,89,40300,1,1,1,9,3,4,2,1,7,"07078","09/09/1899","1","1"
"07078",68,90,40100,2,1,1,1,3,4,2,1,7,"07078","15/11/2016","1","1"
"07078",69,91,70100,1,1,1,1,3,4,2,1,7,"07078","17/11/2016","1","1"
"07078",70,92,40100,2,1,1,1,3,4,2,1,7,"07078","20/11/2016","1","1"
"07078",71,93,20300,1,1,1,1,3,4,2,1,7,"07078","09/12/2015","1","1"
"07078",72,94,40600,2,1,2,1,3,4,2,1,7,"07013","29/11/2016","1","1"
"07078",73,95,30500,1,1,1,1,3,3,2,1,7,"07013","25/08/2016","1","1"
"07078",74,32,30500,1,1,1,1,3,3,2,1,7,"07078","17/10/2016","1","1"
"07078",75,33,70100,1,1,1,1,3,4,2,1,7,"07078","29/11/2016","1","1"
"07078",76,34,50100,2,1,1,1,3,4,2,1,7,"07013","09/09/1899","1","2"
"07078",76,36,50200,2,1,1,1,3,4,2,3,7,"07013","09/09/1899","1","2"
"07078",77,37,50100,2,1,1,1,3,4,2,1,7,"07078","07/12/2016","1","2"
"07078",78,38,40400,1,1,1,2,3,4,2,3,7,"07078","09/09/1899","1","1"
"07078",79,39,30500,1,1,1,1,3,3,2,1,7,"07078","08/12/2016","1","1"
"07078",80,40,90200,1,1,1,9,3,4,2,1,7,"07078","12/12/2016","1","1"
"07078",81,41,10200,1,1,1,1,3,1,2,1,7,"07013","12/12/2016","1","1"
"07078",82,42,70100,1,1,1,1,3,4,2,1,7,"07078","21/12/2016","1","1"
"07078",83,43,30500,1,1,1,1,3,3,2,1,7,"07078","09/09/1899","1","1"
"07078",88,14,10200,1,1,1,1,4,2,2,1,7,"07066","07/01/2016","1","1"
"07078",89,15,40102,1,1,1,1,3,1,2,1,7,"07078","15/01/2016","1","1"
"07078",90,149,40111,2,1,1,1,3,3,2,1,7,"07078","09/09/1899","1","1"
"07078",91,150,70300,1,1,1,1,4,4,2,1,7,"07049","28/01/2016","1","1"
"07078",92,151,40102,1,1,1,1,3,1,2,1,7,"07078","23/03/2016","1","1"
"07078",115,16,40100,1,1,1,9,1,3,2,1,7,"07078","20/01/2016","1","1"
"07078",358,17,70100,1,1,1,2,3,3,2,1,7,"07078","09/03/2016","1","1"
"07078",359,18,10200,1,1,1,1,4,1,2,1,7,"07078","20/03/2016","1","1"
"07078",360,19,10200,1,2,1,1,3,4,2,1,7,"07078","26/03/2016","1","1"
"07078",360,20,10400,2,1,1,1,3,4,2,1,7,"07078","26/03/2016","1","1"
"07078",361,21,40103,9,9,9,9,9,9,9,1,7,"07078","09/09/1899","1","1"
"07078",362,22,10100,1,1,1,1,4,1,2,1,7,"07078","24/03/2016","1","1"
"07078",363,23,91900,1,1,1,9,3,9,2,1,7,"07078","09/09/1899","1","1"
"07078",364,24,30500,1,1,1,1,5,3,2,1,7,"07026","08/04/2016","1","1"
"07078",365,25,10200,1,1,1,1,4,4,2,1,7,"07026","18/04/2016","1","1"
"07078",366,26,10100,1,1,1,1,4,4,2,1,7,"07024","28/04/2016","1","2"
"07078",367,27,30400,1,1,1,1,3,3,2,1,7,"07078","12/04/2016","1","1"
"07078",368,28,70100,1,1,1,9,3,3,2,1,7,"07078","06/05/2016","1","1"
"07078",369,29,10100,1,1,1,1,4,2,2,1,7,"07119","30/05/2016","1","1"
"07078",370,30,40100,1,1,1,9,3,3,2,1,7,"07078","04/06/2016","1","1"
"07078",371,31,40100,1,1,1,1,3,3,2,1,7,"07013","06/06/2016","1","1"
"07078",372,54,30100,1,1,1,1,3,3,2,1,7,"07078","11/06/2016","1","1"
"07078",373,55,90200,2,1,1,1,3,2,2,9,7,"07078","17/06/2016","1","1"
"07078",374,56,40103,1,1,1,1,3,4,2,1,7,"07078","19/06/2016","1","1"
"07078",375,188,40100,9,9,9,1,9,9,9,9,7,"07078","09/09/1899","1","2"
"07078",376,189,10200,1,1,1,1,4,1,2,1,7,"07078","20/06/2016","1","1"
"07078",377,156,10100,1,1,1,1,4,1,2,1,7,"07078","25/06/2016","1","1"
"07078",378,157,40100,1,1,1,1,3,1,2,1,7,"07078","03/07/2016","1","1"
"07078",379,190,50100,2,1,1,1,3,3,2,1,7,"07078","06/04/2016","1","1"
"07078",380,191,40100,1,1,1,1,3,3,2,1,7,"07078","05/07/2016","1","1"
"07078",381,208,40100,1,1,1,1,3,3,2,1,7,"07078","08/07/2016","1","1"
"07078",382,228,40100,1,1,1,1,3,4,2,1,7,"07078","13/07/2016","1","1"
"07078",383,209,70100,2,1,1,2,3,3,2,1,7,"07078","14/07/2016","1","1"
"07078",384,158,40100,1,1,1,1,3,4,2,1,7,"07094","17/07/2016","1","1"
"07078",385,159,30500,1,1,1,1,5,3,2,1,7,"07078","08/07/2016","1","1"
"07078",386,227,40100,2,1,1,2,1,4,2,1,7,"07078","18/07/2016","1","1"
"07078",387,229,30400,1,1,1,1,1,3,2,1,7,"07078","23/07/2016","1","1"
"07078",388,234,50100,2,1,1,1,3,3,2,1,7,"07078","25/07/2016","1","1"
"07078",388,235,10400,2,1,1,1,3,4,2,1,7,"07078","25/07/2016","1","1"
"07078",389,230,10100,1,1,1,1,4,2,2,1,7,"07078","02/08/2016","1","1"
"07078",538,44,70400,1,9,9,1,3,1,2,9,7,"07078","09/09/1899","1","1"
"07078",539,45,40100,1,1,1,1,3,4,2,1,7,"07078","20/07/2016","3","1"
"07078",540,46,40600,2,1,2,2,3,4,2,1,7,"07078","30/03/2016","1","1"
"07078",541,47,40500,1,1,1,9,4,4,2,1,7,"07078","22/07/2016","10","2"
"07078",541,48,70900,1,1,1,9,3,4,2,1,7,"07078","22/07/2016","10","2"
"07078",542,49,10100,1,1,1,1,4,2,2,1,7,"07007","16/07/2016","2","1"
"07078",543,50,70900,1,1,1,1,5,1,2,1,7,"07023","23/07/2016","49","1"
"07078",543,51,10100,1,1,1,1,4,1,2,1,7,"07023","23/07/2016","8","3"
"07078",544,52,40100,1,1,1,1,3,4,2,1,7,"07078","21/05/2016","21","5"
"07078",544,53,70900,1,1,1,1,3,4,2,1,7,"07078","21/05/2016","21","1"
"07089",6,200,40600,2,1,2,9,1,5,9,1,7,"07089","27/06/2014","2","1"
"07089",96,112,10100,2,1,2,9,1,5,9,1,7,"07089","09/09/1899","2","1"
"07089",100,117,10400,2,1,2,9,1,5,9,1,7,"07102","27/06/2015","1","2"
"07089",100,118,40600,2,1,2,9,9,5,9,1,7,"07102","27/06/2015","1","2"
"07089",103,121,40600,2,9,1,9,9,5,9,9,7,"07089","18/07/2014","1","3"
"07089",103,122,40600,1,1,1,9,9,5,9,9,7,"07089","18/07/2015","1","3"
"07089",104,123,91900,9,1,2,9,1,5,9,1,7,"07089","09/09/1899","1","1"
"07089",112,132,40700,2,1,1,9,1,5,9,1,7,"07089","09/09/1899","1","1"
"07089",529,133,50100,2,1,1,9,1,5,9,1,7,"07089","23/04/2015","1","1"
"07089",530,134,10100,2,1,2,9,9,5,9,1,7,"07087","09/09/1899","1","1"
"07089",531,135,30400,1,1,1,1,3,5,9,1,7,"07089","02/01/2016","1","1"
"07089",532,136,40113,1,1,1,1,4,1,9,1,7,"07089","04/01/2016","1","1"
"07089",533,137,30100,1,1,1,1,3,9,9,1,7,"07089","24/01/2016","1","1"
"07089",534,138,40102,1,1,1,1,3,9,9,1,7,"07087","05/02/2016","1","1"
"07089",535,139,40105,1,1,1,1,3,2,9,1,7,"07089","22/02/2016","1","1"
"07089",536,140,40113,1,1,1,1,4,2,9,1,7,"07089","23/02/2016","1","1"
"07089",537,141,10200,1,1,1,1,3,5,9,1,7,"07089","14/02/2016","1","1"
"07101",86,148,40100,2,1,1,1,5,2,1,1,7,"07101","28/02/2016","1","1"
"07101",87,154,70102,2,1,1,2,1,5,9,1,7,"07101","02/08/2016","1","1"
"07101",93,155,40100,1,1,1,1,3,1,9,1,7,"07108","09/09/1899","5","1"
"07101",113,152,70102,2,1,1,2,1,5,9,1,7,"07101","12/01/2016","1","1"
"07101",114,153,10100,1,1,1,1,4,3,2,1,7,"07101","03/04/2016","1","1"
"10005",121,179,20600,1,1,1,1,3,4,2,1,10,"10005","16/08/2013","1","1"
"10005",392,498,10100,1,1,1,1,3,2,2,1,10,"10005","28/09/2013","1","1"
"10005",393,499,40100,1,1,1,9,3,9,2,1,10,"10005","23/06/2012","2","1"
"10005",394,513,30400,1,1,1,2,1,3,2,1,10,"10005","07/04/2016","1","1"
"10005",395,514,40300,1,1,1,2,1,4,2,1,10,"10005","09/09/1899","1","1"
"10005",396,515,30400,1,1,1,2,1,4,2,1,10,"10005","09/09/1899","1","1"
"10005",397,517,10100,1,1,2,2,1,4,2,1,10,"10005","29/02/2016","1","1"
"10005",398,518,40600,1,1,1,2,1,4,2,1,10,"10005","30/10/2015","1","1"
"10005",398,519,10400,1,1,1,2,1,4,2,1,10,"10005","30/10/2015","1","1"
"10005",399,520,40300,1,1,1,2,1,4,2,1,10,"10005","01/01/2014","1","1"
"10005",400,521,40600,1,1,1,2,1,4,2,1,10,"10005","12/06/2015","1","2"
"10005",401,522,10100,1,1,2,2,1,4,2,1,10,"10005","02/07/2014","1","1"
"10005",402,523,40100,1,1,1,2,3,4,2,1,10,"10005","14/10/2015","1","1"
"10005",403,501,10100,1,1,1,2,4,2,2,1,10,"10005","05/09/2014","1","4"
"10005",404,502,90300,1,1,1,2,1,4,2,1,10,"10005","01/11/2014","1","1"
"10005",405,503,10100,1,1,1,2,4,1,2,1,10,"10005","09/09/1899","1","1"
"10005",406,500,30400,1,1,1,2,1,3,2,1,10,"10005","12/06/2015","1","1"
"10005",407,504,40114,1,1,1,2,1,4,2,1,10,"10005","24/04/2015","1","1"
"10005",408,505,10400,1,1,1,2,4,4,2,1,10,"10005","15/03/2013","1","1"
"10005",409,506,40600,1,1,2,2,1,5,2,1,10,"10005","21/09/2014","1","1"
"10005",409,507,60104,1,1,1,2,1,5,2,1,10,"10005","21/09/2014","1","1"
"10005",410,508,10100,1,1,2,2,1,4,2,1,10,"10005","09/09/1899","1","1"
"10005",411,509,40700,1,1,1,2,1,4,2,1,10,"10005","10/05/2014","1","1"
"10005",412,510,30400,1,1,1,2,1,3,2,1,10,"10005","04/07/2014","1","1"
"10005",413,511,30400,1,1,1,2,1,3,2,1,10,"10005","09/09/1899","1","1"
"10005",414,512,30400,1,1,1,2,1,3,2,1,10,"10005","09/09/1899","1","3"
"10005",415,516,10100,1,1,2,2,4,4,2,1,10,"10005","09/09/1899","1","1"
"10005",418,526,40100,1,1,1,2,3,4,2,1,10,"10005","30/11/2013","1","1"
"10005",431,540,70100,2,1,1,2,3,5,2,1,10,"10005","09/09/1899","2","1"
"10005",432,541,40100,2,1,1,2,3,4,2,1,10,"10005","09/09/1899","1","1"
"10005",442,553,10100,1,1,1,1,4,5,2,1,10,"10005","21/02/2014","1","1"
"10005",453,161,40600,2,1,1,2,2,5,2,2,10,"10005","22/02/2014","1","1"
"10005",454,162,40100,2,1,1,2,3,5,2,1,10,"10005","29/05/2013","3","1"
"10005",455,174,40103,2,1,1,2,3,5,2,1,10,"10005","01/04/2014","2","2"
"10005",456,175,40600,2,1,2,2,3,5,2,1,10,"10005","16/03/2013","1","1"
"10005",457,163,40100,2,1,1,1,3,5,2,1,10,"10005","13/03/2013","1","1"
"10005",458,160,30900,2,1,1,2,9,5,2,3,10,"10005","09/09/1899","1","1"
"10005",458,164,30400,1,1,1,2,3,5,2,3,10,"10005","09/09/1899","1","1"
"10005",461,167,10100,2,1,1,2,1,5,2,1,10,"10005","09/09/1899","1","1"
"10005",462,168,10400,1,1,1,1,3,4,2,2,10,"10005","24/12/2012","2","1"
"10005",463,169,40100,1,1,1,1,3,4,2,1,10,"10005","10/05/2013","1","1"
"11002",198,348,10400,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11003",157,913,10400,9,1,2,9,9,9,9,9,11,"11003","08/12/2013","1","1"
"11003",168,813,10100,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11003",170,815,30400,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11003",187,586,91900,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11003",251,959,40119,9,1,1,9,9,9,9,9,11,"11003","05/05/2015","1","1"
"11003",251,963,40119,9,1,1,9,9,9,9,9,11,"11003","05/05/2015","1","1"
"11003",272,773,40119,9,1,1,9,9,9,9,9,11,"11003","17/08/2014","1","1"
"11003",289,742,70101,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11003",289,743,10100,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11005",228,745,10100,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11005",228,746,10200,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11005",228,747,10100,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11005",228,748,10200,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11005",228,749,10100,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11005",228,750,10200,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11005",228,798,10100,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11005",228,799,10200,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",175,821,10100,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",179,828,10100,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",189,588,60101,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",189,589,30400,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",189,590,50100,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",189,591,60101,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",189,592,30400,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",189,593,50100,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",189,594,60101,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",189,595,30400,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",189,596,50100,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",189,597,60101,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",189,598,30400,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",189,599,50100,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",189,600,60101,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",189,601,30400,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",189,602,50100,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",189,603,60101,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",189,604,30400,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",189,605,50100,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",196,345,30400,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",196,616,30400,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",208,367,40119,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",208,368,40119,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",208,369,40119,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",208,370,40119,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",217,837,30400,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",220,841,10100,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",220,842,10100,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",220,843,10100,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",227,872,30400,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",230,801,60101,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",230,802,30900,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",230,803,60101,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",230,804,30900,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",230,805,60101,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
"11007",230,806,30900,9,9,9,9,9,9,9,9,11,"11999","09/09/1899","1","1"
