ubicgeob,cod_expe,cod_deli,delirie8,califdel,gdoconsu,formcomi,formacci,tipmodal,ele_comi,ticoncur,ticlasif,entiocur,munocurr,fec_ocur,totalca1,totalca2
"01001",1,1,40600,2,1,2,3,6,7,0,4,1,"01001","03/01/2019","1","2"
"01001",1,2,10400,2,1,2,3,6,7,0,4,1,"01001","03/01/2019","1","2"
"01001",2,3,10100,2,1,2,3,6,0,0,1,1,"01001","25/06/2016","1","1"
"01001",3,4,60101,1,1,1,3,6,7,2,4,1,"01001","11/01/2018","1","4"
"01001",3,5,20200,1,1,1,3,6,7,2,4,1,"01001","11/01/2018","2","4"
"01001",3,6,30400,1,1,1,3,6,7,2,1,1,"01001","11/01/2018","1","4"
"01001",4,7,40100,1,1,1,3,4,7,0,4,1,"01001","19/01/2018","2","1"
"01001",5,8,40100,1,1,1,3,4,7,0,4,1,"01001","24/01/2018","1","1"
"01001",6,9,90100,2,1,1,3,6,7,0,4,1,"01001","14/01/2019","1","1"
"01001",6,10,10400,2,1,1,3,4,7,0,4,1,"01001","14/01/2019","1","2"
"01001",7,11,10100,1,1,1,1,4,2,0,1,1,"01001","11/10/2016","1","1"
"01001",7,12,10400,1,1,1,1,4,2,0,4,1,"01001","11/10/2016","1","1"
"01001",8,13,40600,2,1,2,3,6,7,1,4,1,"01001","07/02/2018","1","2"
"01001",8,14,10100,2,1,2,3,6,7,1,1,1,"01001","07/02/2018","1","1"
"01001",8,15,10400,2,1,2,3,6,7,1,4,1,"01001","07/02/2018","1","1"
"01001",9,16,10100,1,1,1,1,3,7,2,1,1,"01001","08/03/2017","4","1"
"01001",10,17,70100,3,3,3,3,6,7,3,4,1,"01001","19/01/2019","1","1"
"01001",12,19,10100,1,1,1,3,4,7,0,1,1,"01001","23/02/2018","2","1"
"01001",13,20,10100,1,1,1,1,6,7,0,1,1,"01001","20/02/2018","1","1"
"01001",14,21,10100,1,1,1,1,4,7,0,1,1,"01001","18/05/2017","1","1"
"01001",15,22,40100,1,1,1,3,4,7,0,4,1,"01001","02/04/2018","1","1"
"01001",16,23,40100,2,1,1,3,6,7,0,4,1,"01001","08/02/2019","1","1"
"01001",17,24,90100,1,1,1,3,6,7,2,4,1,"01001","06/04/2018","1","1"
"01001",17,25,40700,1,1,1,3,6,7,2,4,1,"01001","06/04/2018","1","1"
"01001",17,26,10400,1,1,1,3,6,7,2,4,1,"01001","06/04/2018","1","1"
"01001",18,27,40100,1,1,1,3,4,7,0,4,1,"01001","06/04/2018","1","1"
"01001",19,28,40100,2,1,1,3,1,7,0,4,1,"01001","17/04/2018","1","1"
"01001",20,29,40100,2,1,1,3,4,7,0,4,1,"01001","14/02/2019","1","1"
"01001",21,30,40600,2,1,1,3,6,7,0,4,1,"01001","14/02/2019","1","1"
"01001",21,31,20100,1,1,1,3,6,7,0,4,1,"01001","14/02/2019","1","1"
"01001",21,32,30400,1,1,1,3,6,7,0,1,1,"01001","14/02/2019","1","1"
"01001",22,33,10100,2,1,2,3,6,7,1,1,1,"01001","03/05/2018","1","1"
"01001",22,34,10400,1,1,2,3,6,7,1,4,1,"01001","03/05/2018","1","4"
"01001",23,35,50200,2,1,1,3,6,7,0,4,1,"01001","19/02/2019","1","1"
"01001",24,36,40100,1,1,1,3,6,7,0,4,1,"01001","11/05/2018","1","1"
"01001",25,37,10400,1,1,1,1,6,2,0,4,1,"01001","09/08/2017","1","1"
"01001",26,38,60101,1,1,1,1,4,7,2,4,1,"01001","18/05/2018","1","1"
"01001",26,39,10400,2,1,1,1,4,1,2,4,1,"01001","18/05/2018","1","1"
"01001",26,40,30400,1,1,1,1,4,7,2,1,1,"01001","18/05/2018","1","1"
"01001",27,41,10100,2,1,2,3,6,7,0,1,1,"01001","28/02/2019","1","2"
"01001",28,42,10100,1,1,1,3,3,7,0,1,1,"01001","27/05/2018","1","1"
"01001",29,43,20600,1,1,1,3,6,7,0,4,1,"01001","27/08/2017","1","2"
"01001",30,44,50200,2,1,1,3,6,0,0,4,1,"01001","04/06/2018","1","2"
"01001",31,45,40100,2,1,1,3,4,0,0,4,1,"01001","07/03/2019","1","1"
"01001",32,46,40300,1,1,1,3,6,7,0,4,1,"01001","07/06/2018","2","1"
"01001",33,47,10100,1,1,1,3,6,7,0,1,1,"01001","08/03/2019","2","1"
"01001",33,48,10200,1,1,1,3,6,7,0,1,1,"01001","08/03/2019","2","1"
"01001",34,49,40100,2,1,1,3,3,7,0,4,1,"01001","08/06/2018","1","1"
"01001",35,50,70105,1,1,1,3,2,7,0,4,1,"01001","08/06/2018","1","1"
"01001",36,51,40100,1,1,1,1,3,2,1,4,1,"01001","08/06/2018","1","1"
"01001",37,52,10100,1,1,1,1,3,2,0,1,1,"01001","11/06/2018","3","1"
"01001",38,53,40400,2,1,1,3,1,2,0,4,1,"01001","11/06/2018","2","1"
"01001",39,54,50200,2,1,1,3,3,0,0,4,1,"01001","11/06/2018","1","1"
"01001",40,55,40100,2,1,1,3,4,7,0,4,1,"01001","15/06/2018","2","1"
"01001",41,56,40100,2,1,1,3,4,7,0,4,1,"01001","15/06/2018","1","1"
"01001",42,57,30400,1,1,1,3,6,7,0,1,1,"01001","22/09/2017","1","1"
"01001",43,58,30400,1,1,1,1,4,0,0,1,1,"01001","21/06/2018","1","1"
"01001",44,59,40100,2,1,1,3,6,7,0,4,1,"01001","20/03/2019","1","1"
"01001",45,60,10400,2,1,1,3,6,7,1,4,1,"01001","22/03/2019","1","1"
"01001",46,61,30700,1,1,1,3,6,7,0,4,1,"01001","04/10/2017","1","1"
"01001",47,62,90100,1,1,1,3,3,7,0,4,1,"01001","04/07/2018","1","1"
"01001",47,63,30400,1,1,1,3,3,7,0,1,1,"01001","04/07/2018","1","1"
"01001",48,64,40100,2,1,1,3,4,7,0,4,1,"01001","13/07/2018","1","1"
"01001",49,65,40100,2,1,1,3,6,7,1,4,1,"01001","01/04/2019","1","1"
"01001",50,66,50200,2,1,1,3,6,7,0,4,1,"01001","19/07/2018","1","2"
"01001",51,67,40100,2,1,1,3,6,7,0,4,1,"01001","15/04/2019","1","2"
"01001",52,68,40114,2,1,1,3,4,7,0,4,1,"01001","23/07/2018","2","1"
"01001",53,69,70100,2,1,1,3,6,7,0,4,1,"01001","31/07/2018","1","1"
"01001",54,70,40100,2,1,1,3,4,7,0,4,1,"01001","03/08/2018","1","1"
"01001",55,71,30700,2,1,1,3,6,7,0,4,1,"01001","06/08/2018","1","1"
"01001",56,72,10100,1,1,1,1,4,7,0,1,1,"01001","07/08/2018","2","1"
"01001",57,73,40100,2,1,1,3,6,7,0,4,1,"01001","01/05/2019","1","1"
"01001",58,74,50200,2,1,1,3,1,7,0,4,1,"01001","18/12/2017","1","1"
"01001",59,75,30700,1,1,1,3,6,7,0,4,1,"01001","18/12/2017","1","1"
"01001",60,76,90100,2,1,1,3,6,7,0,4,1,"01001","06/05/2019","1","2"
"01001",60,77,40600,2,1,1,3,6,7,0,4,1,"01001","06/05/2019","1","2"
"01001",61,78,10100,1,1,1,3,4,7,0,1,1,"01001","16/08/2018","2","1"
"01001",62,79,40100,2,1,1,3,1,7,0,4,1,"01001","17/08/2018","1","1"
"01001",63,80,70100,2,1,1,3,6,7,0,4,1,"01001","13/05/2019","1","1"
"01001",64,81,40600,2,1,2,3,6,7,0,4,1,"01001","15/05/2019","1","1"
"01001",65,82,40400,2,1,1,3,6,7,0,4,1,"01001","23/05/2019","1","1"
"01001",66,83,10100,1,1,1,1,4,7,0,1,1,"01001","03/09/2018","1","1"
"01001",67,84,50200,2,1,1,3,1,7,0,4,1,"01001","04/09/2018","1","2"
"01001",68,85,10100,1,1,1,3,6,7,0,1,1,"01001","15/09/2018","2","1"
"01001",69,86,30400,1,1,1,3,6,7,0,1,1,"01001","24/09/2018","1","1"
"01001",70,87,40600,2,1,2,3,1,7,0,4,1,"01001","02/10/2018","1","2"
"01001",70,88,10400,2,1,2,3,1,7,0,4,1,"01001","02/10/2018","1","2"
"01001",71,89,30400,1,1,1,3,6,7,0,1,1,"01001","04/10/2018","1","1"
"01001",72,90,40600,2,1,3,3,6,7,0,4,1,"01001","08/10/2018","1","3"
"01001",72,91,10400,2,1,3,3,6,7,0,4,1,"01001","08/10/2018","1","3"
"01001",73,92,30400,1,1,1,3,6,7,0,1,1,"01001","10/10/2018","1","1"
"01001",74,93,40600,2,1,1,3,1,0,0,4,1,"01001","19/10/2018","1","1"
"01001",74,94,10400,2,1,2,3,1,0,0,4,1,"01001","19/10/2018","1","1"
"01001",75,95,10100,1,1,3,3,6,7,0,1,1,"01001","20/10/2018","1","2"
"01001",76,96,10100,2,1,2,3,6,7,0,1,1,"01001","23/10/2018","1","1"
"01001",77,97,30700,1,1,1,3,6,7,0,4,1,"01001","24/10/2018","1","1"
"01001",77,98,30400,1,1,1,3,6,7,0,1,1,"01001","24/10/2018","1","1"
"01001",78,99,40100,1,1,1,3,6,7,0,4,1,"01001","27/10/2018","2","1"
"01001",79,100,40100,1,1,1,3,6,7,0,4,1,"01001","29/10/2018","1","1"
"01001",80,101,30700,1,1,1,3,6,7,0,4,1,"01001","31/10/2018","1","1"
"01001",80,102,30400,1,1,1,3,6,7,0,1,1,"01001","31/10/2018","1","1"
"01001",81,103,10400,1,2,2,3,6,7,0,4,1,"01001","31/10/2018","1","1"
"01001",82,104,10100,1,1,3,3,6,7,0,1,1,"01001","05/11/2018","1","1"
"01001",83,105,50100,1,1,1,1,6,7,0,4,1,"01001","08/11/2018","1","1"
"01001",84,106,20300,1,1,1,3,6,7,0,4,1,"01001","09/11/2018","1","1"
"01001",84,107,30400,1,1,1,3,6,7,0,1,1,"01001","09/11/2018","1","1"
"01001",85,108,70100,1,1,1,1,3,2,1,4,1,"01001","14/11/2018","1","1"
"01001",86,109,40600,2,1,2,3,6,0,0,4,1,"01001","15/11/2018","1","1"
"01001",86,110,10400,2,1,2,3,6,0,0,4,1,"01001","15/11/2018","1","1"
"01001",87,111,40100,1,1,1,3,6,7,0,4,1,"01001","19/11/2018","3","2"
"01001",88,112,40100,1,1,1,3,4,7,1,4,1,"01001","26/11/2018","1","2"
"01001",89,113,10200,1,2,1,1,1,7,0,1,1,"01001","28/11/2018","1","1"
"01001",90,114,40300,2,1,1,3,1,0,0,4,1,"01001","03/12/2018","1","3"
"01001",91,115,30400,1,1,1,2,1,7,0,1,1,"01001","03/12/2018","1","1"
"01001",92,116,10100,1,1,1,1,4,7,0,1,1,"01001","22/12/2018","2","1"
"01001",92,117,10400,1,1,1,1,4,7,0,4,1,"01001","22/12/2018","2","1"
"01001",93,118,70100,2,1,1,3,6,7,0,4,1,"01001","22/12/2018","1","1"
"01001",94,119,10400,1,1,1,1,4,7,0,4,1,"01001","25/12/2018","1","1"
"01003",95,120,70100,3,3,3,3,6,0,3,4,1,"01003","02/03/2019","1","1"
"01003",96,121,70100,3,3,3,3,6,0,3,4,1,"01003","07/03/2019","1","1"
"01003",97,122,70100,2,1,1,3,2,0,1,4,1,"01003","08/03/2019","1","1"
"01003",98,123,10100,1,1,1,1,3,0,1,1,1,"01001","16/12/2018","2","1"
"01003",99,124,60101,1,1,1,3,6,7,1,4,1,"01003","25/12/2018","1","2"
"01005",100,125,20600,1,1,1,3,6,7,0,4,1,"01001","08/01/2018","2","2"
"01005",101,126,40400,2,1,1,3,6,0,0,4,1,"01001","18/01/2018","2","1"
"01005",102,127,20600,1,1,1,3,6,7,0,4,1,"01001","29/01/2018","1","1"
"01005",103,128,40100,1,1,1,3,4,7,0,4,1,"01005","13/02/2018","1","1"
"01005",104,129,40600,2,1,2,3,6,7,2,4,1,"01001","26/03/2018","1","1"
"01005",104,130,10100,2,1,2,3,6,7,2,1,1,"01001","26/03/2018","1","1"
"01005",104,131,10400,2,1,2,3,6,7,2,4,1,"01001","26/03/2018","1","5"
"01005",105,132,30700,1,1,1,3,6,0,1,4,1,"01005","28/01/2019","1","1"
"01005",106,133,10100,2,1,2,3,6,7,1,1,1,"01005","13/04/2018","1","1"
"01005",107,134,40100,2,1,1,3,4,7,0,4,1,"01005","04/06/2018","1","1"
"01005",108,135,40600,1,1,2,3,6,7,0,4,1,"01001","23/11/2017","1","1"
"01005",108,136,10100,2,1,2,3,4,7,0,1,1,"01005","23/11/2017","1","1"
"01005",108,137,10400,1,1,1,3,6,6,0,4,1,"01005","23/11/2017","1","1"
"01005",109,138,40117,1,1,1,3,6,7,0,4,1,"01005","20/12/2017","1","1"
"01005",110,139,10100,1,1,1,3,6,7,0,1,1,"01005","05/08/2018","1","1"
"01005",111,140,90200,2,1,1,3,6,7,0,4,1,"01001","09/08/2018","1","1"
"01005",111,141,40600,2,1,1,3,6,7,0,4,1,"01005","09/08/2018","1","1"
"01005",111,142,10200,1,1,1,1,3,7,1,1,1,"01005","08/08/2018","1","1"
"01005",112,143,40100,1,1,1,3,6,7,0,4,1,"01005","23/08/2018","1","3"
"01005",113,144,30700,1,1,1,3,4,7,0,4,1,"01005","05/10/2018","1","1"
"01006",114,145,40600,1,1,2,3,4,7,1,4,1,"01006","16/02/2017","1","1"
"01006",115,146,30400,1,1,1,3,4,0,1,1,1,"01011","27/04/2018","1","1"
"01006",116,147,30400,1,1,1,3,3,0,1,1,1,"01006","14/03/2019","1","1"
"01006",117,148,40600,1,1,2,3,4,0,1,4,1,"01011","13/11/2017","1","1"
"01006",117,149,10100,2,1,2,3,4,0,1,1,1,"01011","13/11/2017","1","1"
"01006",117,150,10400,1,1,2,3,4,0,1,4,1,"01011","13/11/2017","1","1"
"01006",118,151,30700,1,1,1,3,6,0,0,4,1,"01006","13/11/2018","1","2"
"01007",119,152,10100,1,1,1,3,4,0,0,1,1,"01007","04/01/2017","1","1"
"01007",120,153,40600,2,1,2,3,6,0,0,4,1,"01007","14/09/2016","1","1"
"01007",121,154,40100,1,1,1,3,4,7,1,4,1,"01007","22/01/2019","1","1"
"01007",122,155,10400,1,1,1,1,4,7,1,4,1,"01007","10/07/2018","1","1"
"01007",123,156,40114,1,1,1,3,6,7,1,4,1,"01007","19/07/2018","1","1"
"01007",124,157,10400,2,1,1,3,6,7,0,4,1,"01007","01/03/2019","2","2"
"01007",125,158,10100,1,1,1,1,4,6,2,1,1,"01009","10/12/2017","1","1"
"01007",125,159,40100,1,1,1,1,4,6,2,4,1,"01001","10/12/2017","1","1"
"01007",126,160,30400,1,1,1,3,6,7,0,1,1,"01007","24/03/2019","1","1"
"02001",127,161,40100,2,3,1,3,6,7,3,1,2,"02001","10/11/2016","1","1"
"02001",128,162,30400,2,3,1,3,6,7,2,1,2,"02001","28/12/2016","1","1"
"02001",128,163,10400,2,3,1,3,6,7,2,1,2,"02001","28/12/2016","1","1"
"02001",128,164,50100,2,3,1,1,6,7,2,3,2,"02001","28/12/2016","1","1"
"02001",129,165,30100,2,3,1,3,6,7,3,3,2,"02001","23/01/2017","1","1"
"02001",130,166,10100,1,3,1,3,4,7,3,2,2,"02001","14/03/2017","1","2"
"02001",131,167,10100,1,3,1,3,4,7,1,1,2,"02001","11/06/2017","1","3"
"02001",131,168,10100,1,2,1,3,4,7,1,1,2,"02001","11/06/2017","1","3"
"02001",132,169,10100,1,3,1,3,4,7,3,1,2,"02001","08/01/2018","1","1"
"02001",133,170,10100,1,3,1,3,4,7,3,2,2,"02001","13/06/2017","1","1"
"02001",134,171,10100,2,3,2,3,6,7,3,1,2,"02001","20/06/2016","1","2"
"02001",135,172,10100,1,2,3,3,6,7,3,3,2,"02001","09/09/1899","1","1"
"02001",135,173,10100,1,1,2,3,4,7,3,2,2,"02001","09/09/1899","1","3"
"02001",136,174,10400,3,3,1,3,6,7,3,4,2,"02001","04/07/2017","1","1"
"02001",137,175,10100,1,3,1,3,4,7,3,2,2,"02001","11/02/2018","1","1"
"02001",138,176,10100,1,3,1,3,4,7,1,3,2,"02001","20/10/2017","1","2"
"02001",138,177,10100,1,3,1,3,3,7,1,3,2,"02001","20/10/2017","1","2"
"02001",139,178,40700,2,3,1,3,6,7,3,1,2,"02001","16/06/2017","1","2"
"02001",140,179,10100,1,3,1,3,4,7,3,2,2,"02001","30/09/2018","1","1"
"02001",140,180,10100,2,3,1,3,4,7,3,2,2,"02001","30/09/2018","1","1"
"02001",141,181,10100,3,3,1,3,4,7,3,4,2,"02001","20/08/2017","1","1"
"02002",142,182,40117,1,3,1,1,6,7,3,1,2,"02002","29/11/2017","1","1"
"02002",143,183,40113,3,3,1,3,4,7,3,4,2,"02002","01/02/2017","1","1"
"02002",144,184,40700,2,1,1,3,6,7,3,1,2,"02002","23/05/2016","1","1"
"02002",145,185,10100,1,3,1,3,4,7,3,2,2,"02002","14/04/2017","1","2"
"02002",145,186,10100,1,3,1,3,4,7,3,2,2,"02002","14/04/2017","1","1"
"02002",146,187,50100,2,3,1,1,6,7,3,1,2,"02002","27/07/2017","1","1"
"02002",147,188,10100,1,3,1,3,4,7,2,2,2,"02002","30/12/2017","1","1"
"02002",148,189,10100,2,3,2,3,6,7,3,4,2,"02002","14/01/2015","1","1"
"02002",148,190,10400,2,3,2,3,6,7,3,4,2,"02002","14/01/2015","1","1"
"02002",148,191,40600,2,3,2,3,6,7,3,4,2,"02002","14/01/2015","1","1"
"02002",149,192,40700,3,3,1,3,6,7,3,4,2,"02002","03/03/2011","1","1"
"02002",150,193,40600,2,3,2,3,6,7,3,4,2,"02002","23/12/2015","1","3"
"02002",150,194,70900,2,3,1,3,6,7,3,4,2,"02002","23/12/2015","1","1"
"02002",151,195,10400,3,3,1,3,6,7,3,4,2,"02002","18/01/2017","1","1"
"02002",151,196,40600,3,1,1,3,6,7,3,4,2,"02002","18/01/2017","1","1"
"02002",152,197,50200,3,3,1,3,6,7,3,4,2,"02002","17/04/2017","1","4"
"02002",152,198,50100,3,3,1,1,6,7,3,4,2,"02002","17/04/2017","1","1"
"02002",153,199,40600,2,3,2,3,6,7,2,1,2,"02002","04/03/2018","1","1"
"02002",153,200,70900,2,3,1,3,6,7,2,1,2,"02002","04/03/2018","1","1"
"02002",154,201,10400,3,3,1,3,6,7,3,4,2,"02002","14/06/2016","1","2"
"02002",154,202,10100,1,2,1,3,4,7,3,2,2,"02002","14/06/2016","1","2"
"02002",155,203,40117,1,3,1,1,6,7,2,1,2,"02002","07/07/2018","1","1"
"02002",155,204,40100,2,3,1,3,4,7,2,1,2,"02002","07/07/2018","1","1"
"02002",156,205,10100,1,3,1,3,4,7,3,4,2,"02002","19/11/2017","1","2"
"02002",157,206,20500,3,3,3,3,6,7,3,4,2,"02002","09/09/1899","1","3"
"02002",157,207,20500,1,3,1,3,6,7,3,1,2,"02002","25/02/2017","1","2"
"02002",158,208,20601,1,3,1,3,6,7,3,1,2,"02002","27/01/2018","1","2"
"02002",158,209,20601,1,3,1,3,6,7,3,1,2,"02002","27/01/2018","1","1"
"02002",158,210,20601,1,3,1,3,6,7,3,1,2,"02002","27/01/2018","1","1"
"02002",159,211,10100,1,3,1,3,4,7,3,2,2,"02002","09/10/2016","1","2"
"02002",160,212,10100,2,1,2,3,6,7,3,2,2,"02002","31/05/2017","1","4"
"02002",161,213,50200,2,3,1,3,6,7,3,1,2,"02002","01/04/2016","1","2"
"02002",162,214,10100,1,3,1,3,4,7,3,1,2,"02002","26/01/2017","1","2"
"02002",163,215,40117,1,1,1,1,6,7,3,1,2,"02002","05/04/2017","1","3"
"02002",163,216,40117,1,1,1,1,6,7,3,1,2,"02002","05/04/2017","1","3"
"02002",164,217,40102,1,3,1,3,4,7,3,1,2,"02002","24/06/2018","1","1"
"02002",165,218,10100,1,3,1,3,4,7,3,2,2,"02002","01/09/2017","1","2"
"02002",166,219,20601,3,3,1,3,6,7,3,4,2,"02002","20/12/2017","1","1"
"02002",166,220,20600,3,3,3,3,3,7,3,4,2,"02002","09/09/1899","1","1"
"02002",167,221,10100,1,3,1,3,4,7,3,1,2,"02002","17/07/2017","1","2"
"02002",167,222,10100,1,3,1,3,4,7,3,1,2,"02002","17/07/2017","1","1"
"02002",168,223,40113,2,3,1,3,4,7,3,1,2,"02002","13/02/2016","1","2"
"02002",169,224,10100,3,3,1,3,4,7,3,4,2,"02002","07/10/2013","1","4"
"02002",170,225,40300,3,3,1,3,6,7,3,4,2,"02002","21/08/2015","1","1"
"02002",171,226,10100,3,3,1,3,4,7,3,4,2,"02002","09/09/2015","1","1"
"02002",171,227,10100,1,3,1,3,4,7,3,1,2,"02002","09/09/2015","1","1"
"02002",171,228,10100,3,3,1,3,4,7,3,4,2,"02002","09/09/2015","1","1"
"02002",171,229,10100,1,3,1,3,4,7,3,1,2,"02002","09/09/2015","1","1"
"02002",171,230,10100,3,3,1,3,4,7,3,4,2,"02002","09/09/2015","1","1"
"02002",172,231,40103,3,3,1,3,6,7,3,4,2,"02002","01/07/2015","1","2"
"02002",172,232,40103,2,3,1,3,6,7,3,1,2,"02002","01/07/2015","1","1"
"02002",173,233,10100,1,1,1,3,6,7,3,2,2,"02002","15/12/2017","1","2"
"02002",173,234,10100,1,1,1,3,4,7,3,2,2,"02002","15/12/2017","1","1"
"02002",174,235,40300,3,3,1,3,6,7,3,4,2,"02002","07/01/2015","1","1"
"02002",175,236,50200,3,3,1,3,6,7,3,4,2,"02002","13/09/2016","1","2"
"02002",176,237,40600,2,3,1,3,6,7,3,1,2,"02002","06/05/2017","1","1"
"02002",176,238,40600,2,3,1,3,6,7,3,1,2,"02002","06/05/2016","1","1"
"02002",177,239,10100,1,3,1,3,4,7,3,1,2,"02002","30/05/2016","1","2"
"02002",178,240,30100,2,1,1,3,6,7,3,1,2,"02002","13/03/2018","1","1"
"02002",179,241,10100,1,1,1,3,4,7,3,1,2,"02002","16/10/2015","1","1"
"02002",180,242,40103,2,3,1,3,6,7,3,1,2,"02002","19/02/2018","1","3"
"02002",180,243,10200,1,3,1,3,6,7,3,2,2,"02002","19/02/2018","1","1"
"02002",181,244,10400,2,2,1,3,6,7,3,1,2,"02002","12/10/2017","1","1"
"02002",181,245,40600,2,2,1,3,6,7,3,1,2,"02002","12/10/2017","1","1"
"02002",182,246,20100,3,3,1,3,6,7,3,4,2,"02002","29/06/2017","1","5"
"02002",182,247,20600,3,3,1,3,6,7,3,4,2,"02002","29/06/2017","1","2"
"02002",182,248,20601,3,3,1,3,6,7,3,4,2,"02002","29/06/2017","1","2"
"02002",182,249,20600,3,3,3,3,3,7,3,4,2,"02002","09/09/1899","1","5"
"02002",183,250,10100,1,2,1,3,6,7,3,1,2,"02002","29/05/2017","1","1"
"02002",183,251,10100,3,3,3,3,4,7,3,4,2,"02002","09/09/1899","1","1"
"02002",184,252,40117,1,3,1,1,6,7,3,4,2,"02002","30/11/2016","1","1"
"02002",184,253,20100,1,3,1,3,6,7,3,4,2,"02002","30/11/2016","1","1"
"02002",184,254,40117,3,3,1,1,6,7,3,4,2,"02002","30/11/2016","1","1"
"02002",184,255,20100,3,3,1,3,6,7,3,4,2,"02002","30/11/2016","1","1"
"02002",185,256,10100,1,3,1,3,4,7,3,1,2,"02002","19/03/2017","1","2"
"02002",186,257,20600,1,1,1,3,6,7,3,1,2,"02002","31/05/2017","1","2"
"02002",186,258,20600,3,1,1,3,3,7,3,4,2,"02002","09/09/1899","1","2"
"02002",186,259,20600,3,3,1,3,6,7,3,4,2,"02002","31/05/2017","1","2"
"02002",186,260,20600,1,1,1,3,3,7,3,1,2,"02002","31/05/2017","1","2"
"02002",187,261,40600,1,1,1,3,3,7,3,4,2,"02002","09/09/1899","1","2"
"02002",188,262,40400,2,3,1,3,6,7,3,1,2,"02002","10/01/2017","1","1"
"02002",188,263,40300,2,3,1,3,6,7,3,1,2,"02002","10/01/2017","1","2"
"02002",189,264,30402,1,3,1,3,6,7,3,3,2,"02002","30/03/2016","1","1"
"02002",189,265,30100,2,1,1,3,6,7,3,1,2,"02002","30/03/2016","1","1"
"02002",190,266,40600,3,3,1,3,6,7,3,4,2,"02002","01/10/2017","1","1"
"02002",191,267,40102,2,3,1,3,4,7,3,1,2,"02002","23/07/2017","1","1"
"02002",192,268,40600,2,3,1,3,6,7,3,1,2,"02002","29/11/2016","1","1"
"02002",193,269,10100,1,3,1,3,4,7,3,1,2,"02002","13/11/2017","1","1"
"02002",194,270,10400,2,3,2,3,6,7,3,1,2,"02002","20/07/2017","1","1"
"02002",195,271,10400,2,3,1,3,6,7,1,1,2,"02002","26/04/2018","1","2"
"02002",195,272,10100,1,3,1,3,4,7,1,1,2,"02002","26/04/2018","1","1"
"02002",195,273,10400,2,3,1,3,6,7,1,1,2,"02002","26/04/2018","1","2"
"02002",195,274,10100,1,3,1,3,4,7,1,1,2,"02002","26/04/2018","1","1"
"02002",196,275,40400,2,3,1,3,6,7,3,4,2,"02002","05/04/2016","1","1"
"02002",197,276,10100,1,3,1,3,4,7,3,1,2,"02002","20/03/2017","1","2"
"02002",198,277,40600,1,3,1,3,3,7,3,1,2,"02002","12/03/2017","1","1"
"02002",198,278,10100,1,2,1,3,4,7,3,1,2,"02002","12/03/2017","1","1"
"02002",199,279,40117,3,3,1,1,6,7,3,4,2,"02002","27/09/2018","1","1"
"02002",200,280,91800,2,3,1,3,6,7,3,1,2,"02002","20/06/2012","1","1"
"02002",201,281,10400,2,3,1,3,6,7,1,3,2,"02002","08/12/2016","1","1"
"02002",201,282,10100,1,3,1,3,4,7,1,1,2,"02002","08/12/2016","1","4"
"02002",202,283,40100,2,3,1,3,6,7,2,1,2,"02002","23/04/2016","1","1"
"02002",202,284,40103,1,3,1,3,6,7,2,1,2,"02002","04/04/2016","1","1"
"02002",202,285,20600,1,3,1,3,3,7,2,2,2,"02002","23/04/2016","1","1"
"02002",202,286,40100,3,3,1,3,6,7,3,4,2,"02002","23/04/2016","1","1"
"02002",202,287,40103,3,3,1,3,6,7,3,4,2,"02002","23/04/2016","1","1"
"02002",202,288,20601,1,3,1,3,6,7,3,1,2,"02002","23/04/2016","1","1"
"02002",202,289,20601,1,3,1,3,6,7,3,2,2,"02002","23/04/2016","1","1"
"02002",203,290,10100,2,1,1,3,6,7,3,1,2,"02002","06/09/2016","1","2"
"02002",203,291,10100,1,1,1,3,4,7,3,2,2,"02002","06/09/2016","1","2"
"02002",204,292,40103,2,3,1,3,6,7,2,1,2,"02002","18/03/2018","1","1"
"02002",204,293,10100,1,3,1,3,4,7,2,2,2,"02002","18/03/2018","1","2"
"02002",204,294,40103,2,3,1,3,6,7,2,1,2,"02002","18/03/2018","1","1"
"02002",204,295,10100,2,3,1,3,4,7,2,2,2,"02002","18/03/2018","1","2"
"02002",205,296,40117,1,3,1,1,6,7,3,1,2,"02002","06/01/2019","1","1"
"02002",206,297,40102,2,3,1,3,4,7,3,1,2,"02002","29/12/2017","1","1"
"02002",207,298,10100,2,3,1,3,4,7,3,4,2,"02002","17/09/2018","1","1"
"02002",207,299,10100,3,3,1,3,4,7,3,4,2,"02002","17/09/2018","1","1"
"02002",208,300,10100,1,1,1,3,4,7,3,1,2,"02002","09/09/1899","1","1"
"02002",209,301,40300,2,3,1,3,6,7,3,1,2,"02002","12/05/2016","1","1"
"02002",210,302,10100,1,1,1,3,4,7,3,1,2,"02002","14/05/2017","1","1"
"02002",210,303,10100,1,3,1,3,4,7,3,1,2,"02002","14/05/2017","1","1"
"02002",211,304,10400,2,1,1,3,6,7,3,1,2,"02002","09/10/2017","1","1"
"02002",212,305,10200,3,3,1,3,6,7,3,4,2,"02002","16/04/2018","1","2"
"02002",213,306,40117,1,3,1,1,6,7,3,1,2,"02002","02/04/2017","1","2"
"02002",214,307,91800,2,3,1,3,6,7,3,3,2,"02002","02/01/2014","1","1"
"02002",215,308,30404,1,1,1,3,6,7,3,1,2,"02002","09/09/1899","1","1"
"02003",216,309,10100,3,3,3,3,1,7,3,4,2,"02003","09/09/1899","1","3"
"02003",216,310,10100,1,3,1,3,4,7,3,1,2,"02003","14/10/2017","1","3"
