ubicageo,cod_expe,cod_deli,delirie7,califica,gdo_cons,form_com,form_acc,modalida,elemcomi,concurso,clasific,ent_ocur,muniocur,fec_ocur,totalca1,totalca2
"02001",10,12,20100,2,9,1,9,9,9,2,1,2,"02001","16/03/2016","1","1"
"02001",11,13,10100,1,2,1,9,4,9,9,2,2,"02001","10/04/2016","1","1"
"02001",12,14,10400,2,9,2,9,9,9,1,1,2,"02001","16/06/2016","1","1"
"02001",12,15,40600,2,9,2,9,9,9,1,1,2,"02001","16/06/2016","1","2"
"02001",13,16,40600,2,9,2,9,9,9,9,1,2,"02001","16/03/2016","1","1"
"02001",14,17,40100,1,9,1,1,9,9,9,1,2,"02001","17/03/2016","1","1"
"02002",15,18,30500,9,9,1,9,9,9,9,9,2,"02002","11/11/2014","1","1"
"02002",16,19,10100,1,2,1,9,9,9,9,9,2,"02002","26/06/2015","1","1"
"02002",16,20,40100,1,2,1,1,9,9,9,9,2,"02002","26/05/2015","1","1"
"02002",16,21,10100,1,1,1,9,4,9,9,9,2,"02002","26/05/2015","1","7"
"02002",16,22,10100,9,2,9,9,9,9,9,9,2,"02002","09/09/1899","1","1"
"02002",16,23,40100,9,2,9,1,9,9,9,9,2,"02002","09/09/1899","1","1"
"02002",16,24,10100,9,9,1,9,4,9,9,9,2,"02002","26/05/2015","1","2"
"02002",17,25,30500,1,9,1,9,9,9,9,9,2,"02002","24/01/2015","1","1"
"02002",17,26,40100,2,1,1,9,9,9,9,9,2,"02002","24/01/2015","1","1"
"02002",17,27,20100,1,9,1,9,3,9,9,9,2,"02002","24/01/2015","1","1"
"02002",17,28,60101,1,9,1,9,9,9,9,9,2,"02002","24/01/2015","1","1"
"02002",18,29,40103,2,1,1,9,9,9,2,1,2,"02002","27/06/2015","1","1"
"02002",18,30,10100,1,2,1,9,4,9,2,1,2,"02002","27/06/2015","1","1"
"02002",18,31,40103,2,9,1,9,9,9,9,9,2,"02002","27/06/2015","1","1"
"02002",18,32,10100,1,2,1,9,4,9,1,1,2,"02002","26/06/2015","1","1"
"02002",19,33,30100,2,9,1,9,9,9,9,1,2,"02002","27/07/2015","1","1"
"02002",20,34,30500,1,9,1,9,9,9,9,9,2,"02002","07/07/2015","1","1"
"02002",21,35,20600,2,9,1,9,3,9,9,2,2,"02002","28/04/2014","1","3"
"02002",21,36,20600,2,9,1,9,3,9,9,1,2,"02002","28/04/2014","1","1"
"02002",22,37,10100,9,9,1,9,4,9,9,9,2,"02002","17/03/2015","1","2"
"02002",22,38,10100,9,9,1,9,4,9,9,9,2,"02002","17/03/2015","1","1"
"02002",23,39,10100,1,1,1,9,4,9,9,2,2,"02002","01/12/2014","1","1"
"02002",24,40,40103,9,9,1,9,9,9,9,9,2,"02002","15/05/2015","1","1"
"02002",24,41,40103,2,9,1,9,9,9,9,1,2,"02002","15/05/2015","1","1"
"02002",25,42,40102,2,9,1,9,4,9,9,1,2,"02002","23/10/2015","1","2"
"02002",26,43,30500,1,9,1,9,9,9,9,9,2,"02002","29/03/2013","1","1"
"02002",27,44,10100,1,9,1,9,4,9,9,1,2,"02002","12/07/2012","1","2"
"02002",27,45,10100,9,9,1,9,4,9,9,9,2,"02002","12/07/2012","1","1"
"02002",28,46,10100,1,9,1,9,4,9,9,1,2,"02002","21/11/2015","1","2"
"02002",28,47,10100,1,1,1,9,4,9,9,1,2,"02002","21/11/2015","1","1"
"02002",29,48,20100,2,1,1,9,9,9,9,9,2,"02002","09/09/1899","1","2"
"02002",29,49,20600,1,1,1,9,3,9,9,1,2,"02002","09/09/1899","1","2"
"02002",30,50,20100,2,1,1,9,3,9,9,1,2,"02002","24/06/2016","1","1"
"02002",31,51,10400,9,9,1,9,9,9,9,9,2,"02002","03/10/2015","1","1"
"02002",32,52,30100,2,9,1,9,9,9,9,1,2,"02002","10/04/2016","1","2"
"02002",33,53,40300,2,9,1,9,9,9,9,9,2,"02002","28/03/2012","1","1"
"02002",34,54,40103,2,9,1,9,9,9,9,1,2,"02002","04/03/2015","1","2"
"02002",34,55,40103,2,9,2,9,9,9,9,1,2,"02002","04/03/2015","1","2"
"02002",35,56,40600,9,1,2,9,9,9,9,1,2,"02002","14/03/2016","1","2"
"02002",36,57,40300,2,9,1,9,9,9,9,9,2,"02002","21/09/2012","1","1"
"02002",37,58,40300,9,9,1,9,9,9,9,9,2,"02002","26/06/2012","1","2"
"02002",37,59,40300,2,1,1,9,9,9,9,9,2,"02002","26/06/2012","1","2"
"02002",38,60,40300,2,9,1,9,9,9,9,9,2,"02002","06/06/2012","1","1"
"02002",39,61,40300,2,1,1,9,9,9,9,3,2,"02002","12/08/2012","1","1"
"02002",40,62,40300,1,9,1,9,9,9,9,9,2,"02002","10/05/2012","1","1"
"02002",41,63,40300,2,9,1,9,9,9,9,9,2,"02002","03/07/2012","1","2"
"02002",42,64,40100,9,9,1,9,9,9,9,9,2,"02002","15/08/2015","1","1"
"02002",42,65,40113,9,9,1,9,4,9,9,9,2,"02002","15/08/2015","1","1"
"02002",42,66,40100,9,9,1,9,9,9,9,9,2,"02002","15/08/2015","1","1"
"02002",42,67,40100,9,9,1,9,9,9,9,9,2,"02002","15/08/2015","1","1"
"02002",43,68,10100,9,9,1,9,4,9,9,9,2,"02002","17/03/2014","1","2"
"02002",44,69,20600,9,9,1,9,9,9,9,9,2,"02002","29/04/2015","1","5"
"02002",44,70,20600,1,1,1,9,3,9,9,2,2,"02002","09/09/1899","1","4"
"02002",45,71,10100,1,2,1,9,9,9,9,1,2,"02002","09/08/2015","1","1"
"02002",45,72,10100,1,2,1,9,4,9,9,1,2,"02002","09/08/2015","1","1"
"02002",46,73,40100,9,9,1,9,9,9,9,9,2,"02002","21/07/2015","1","1"
"02002",46,74,40113,9,1,9,9,4,9,9,9,2,"02002","09/09/1899","1","1"
"02002",47,75,10100,1,1,1,9,4,9,9,1,2,"02002","10/03/2012","1","2"
"02002",47,76,10100,1,1,1,9,4,9,9,1,2,"02002","12/03/2012","1","2"
"02002",48,77,10100,1,9,1,9,4,9,9,9,2,"02002","29/03/2015","1","2"
"02002",49,78,10100,1,9,1,9,4,9,9,1,2,"02002","11/01/2015","1","2"
"02002",49,79,10100,1,9,1,9,4,9,9,1,2,"02002","11/01/2015","1","1"
"02002",50,80,40103,2,9,1,9,9,9,9,1,2,"02002","28/10/2015","1","1"
"02002",51,81,10400,2,9,1,9,9,9,9,1,2,"02002","27/09/2015","1","3"
"02002",51,82,10400,2,9,1,9,9,9,9,1,2,"02002","27/09/2015","1","1"
"02002",51,83,40600,2,9,1,9,9,9,9,1,2,"02002","27/09/2015","1","1"
"02002",52,84,10400,9,9,1,9,9,9,9,9,2,"02002","12/02/2015","1","1"
"02002",53,85,10400,2,9,1,9,9,9,9,9,2,"02002","19/02/2015","1","1"
"02002",54,86,40113,2,2,1,9,4,9,9,9,2,"02002","01/02/2015","1","1"
"02002",55,87,40400,9,9,1,9,9,9,9,9,2,"02002","01/09/2014","1","1"
"02002",56,88,20300,2,9,1,9,9,9,9,9,2,"02002","18/10/2014","1","1"
"02002",57,89,10400,2,9,1,9,9,9,9,9,2,"02002","31/05/2015","1","1"
"02002",58,90,40600,2,9,2,9,9,9,9,1,2,"02002","26/11/2014","1","1"
"02002",58,91,40600,9,9,2,9,9,9,9,9,2,"02002","26/11/2014","1","1"
"02002",59,92,40300,2,9,1,9,9,9,9,1,2,"02002","04/09/2012","1","1"
"02002",60,93,40600,2,9,1,9,9,9,9,9,2,"02002","12/07/2014","1","2"
"02002",61,94,40300,2,9,1,9,9,9,9,1,2,"02002","07/05/2014","1","1"
"02002",62,95,40102,2,9,1,9,4,9,9,9,2,"02002","31/05/2015","1","1"
"02002",62,96,40102,2,9,1,9,4,9,9,1,2,"02002","31/05/2015","1","1"
"02002",63,97,40400,9,9,1,9,9,9,9,9,2,"02002","02/09/2014","1","1"
"02002",64,98,10400,9,9,1,9,9,9,9,9,2,"02002","28/09/2014","1","1"
"02002",65,99,40102,1,9,1,9,4,9,2,1,2,"02002","23/07/2015","1","5"
"02002",65,100,40103,2,9,1,9,9,9,2,1,2,"02002","23/07/2015","1","5"
"02002",65,101,40102,1,9,1,9,4,9,2,1,2,"02002","23/07/2015","1","5"
"02002",65,102,40103,2,9,1,9,9,9,2,1,2,"02002","23/07/2015","1","2"
"02002",66,103,40103,2,9,1,9,9,9,9,3,2,"02002","31/07/2015","1","1"
"02002",67,104,40100,2,9,9,9,9,9,2,9,2,"02002","09/09/1899","1","2"
"02002",67,105,40103,1,9,1,1,9,9,2,9,2,"02002","27/07/2015","1","2"
"02002",68,106,40600,2,9,1,9,9,9,9,9,2,"02002","23/11/2013","1","1"
"02002",69,107,50200,2,9,1,9,9,9,9,3,2,"02002","18/08/2011","1","2"
"02002",70,108,40700,2,9,1,9,9,9,9,9,2,"02002","15/06/2012","1","1"
"02002",71,109,40300,2,9,1,9,9,9,9,1,2,"02002","05/04/2013","1","1"
"02002",71,110,40300,9,9,1,9,9,9,9,9,2,"02002","05/04/2013","1","1"
"02002",72,111,40100,2,9,1,9,9,9,9,1,2,"02002","29/06/2015","1","1"
"02002",73,112,40100,1,9,1,1,9,9,9,1,2,"02002","11/04/2016","1","1"
"02002",74,113,10100,1,9,1,9,4,9,9,1,2,"02002","06/10/2013","1","4"
"02002",74,114,10100,1,2,1,9,4,9,9,1,2,"02002","06/10/2013","1","3"
"02002",75,115,10400,9,9,1,9,9,9,9,9,2,"02002","31/10/2014","1","1"
"02002",76,116,40700,9,9,1,9,9,9,9,9,2,"02002","10/06/2011","1","1"
"02002",77,117,40300,9,9,1,9,9,9,9,9,2,"02002","17/10/2012","1","9"
"02002",78,118,40700,2,9,1,9,9,9,9,9,2,"02002","05/01/2015","1","1"
"02002",78,119,40700,2,9,1,9,9,9,9,9,2,"02002","05/01/2015","1","1"
"02002",79,120,40115,2,9,1,9,9,9,9,9,2,"02002","18/05/2015","1","1"
"02002",80,121,40700,2,9,1,9,9,9,9,9,2,"02002","11/08/2014","1","1"
"02002",81,122,40100,9,9,1,9,9,9,9,9,2,"02002","27/11/2014","1","1"
"02002",82,123,40700,9,9,1,9,9,9,9,9,2,"02002","15/09/2014","1","1"
"02002",83,124,40300,9,9,1,9,9,9,9,9,2,"02002","01/04/2014","1","1"
"02002",84,125,40102,2,9,1,9,4,9,9,1,2,"02002","15/06/2014","1","2"
"02002",84,126,40102,2,9,1,9,4,9,9,1,2,"02002","15/06/2014","1","2"
"02002",85,127,40103,9,9,1,9,9,9,9,9,2,"02002","31/03/2015","1","1"
"02002",86,128,40700,2,9,1,9,9,9,9,3,2,"02002","26/01/2015","1","1"
"02002",86,129,40700,2,9,1,9,9,9,9,3,2,"02002","26/01/2015","1","1"
"02002",86,130,40700,2,9,1,9,9,9,9,3,2,"02002","26/01/2015","1","1"
"02002",87,131,30100,2,9,1,9,9,9,9,9,2,"02002","08/03/2015","1","1"
"02002",88,132,40113,9,9,1,9,4,9,9,9,2,"02002","18/12/2015","1","1"
"02002",89,133,90300,9,9,1,9,9,9,9,9,2,"02002","15/04/2014","1","1"
"02002",90,134,40300,2,1,1,9,9,9,2,1,2,"02002","25/01/2012","1","1"
"02002",90,135,40300,2,9,1,9,9,9,2,1,2,"02002","25/01/2012","1","1"
"02002",91,136,40600,2,9,1,9,9,9,9,9,2,"02002","24/04/2016","1","1"
"02002",91,137,50100,2,9,1,1,9,9,9,9,2,"02002","24/04/2016","1","1"
"02002",92,138,30100,2,9,1,9,9,9,9,1,2,"02002","17/01/2015","1","1"
"02002",93,139,40700,9,9,1,9,9,9,9,9,2,"02002","10/04/2015","1","1"
"02002",94,140,10100,2,9,2,9,9,9,9,9,2,"02002","31/03/2015","1","4"
"02002",94,141,10400,2,9,2,9,9,9,9,9,2,"02002","31/03/2015","1","2"
"02002",94,142,40600,2,9,2,9,9,9,9,9,2,"02002","31/03/2015","1","5"
"02002",95,143,40100,9,9,1,1,9,9,9,9,2,"02002","25/03/2016","1","3"
"02002",95,144,40100,9,9,1,1,9,9,9,9,2,"02002","25/03/2016","1","3"
"02002",95,145,40100,1,9,1,1,9,9,9,1,2,"02002","25/03/2016","1","3"
"02002",96,146,10400,9,1,1,9,9,9,9,9,2,"02002","09/09/1899","1","1"
"02002",97,147,40600,2,9,2,9,9,9,9,1,2,"02002","06/06/2016","1","1"
"02002",98,148,40103,1,9,1,1,9,9,9,1,2,"02002","18/09/2014","1","2"
"02002",99,149,10400,2,9,2,9,9,9,9,9,2,"02002","21/12/2015","1","1"
"02002",99,150,40600,2,9,2,9,9,9,9,9,2,"02002","21/12/2015","1","2"
"02002",100,151,10100,9,9,2,9,9,9,9,9,2,"02002","29/08/2015","1","2"
"02002",101,152,40100,1,9,1,1,9,9,9,9,2,"02002","03/11/2015","1","1"
"02002",101,153,10100,1,2,1,9,4,9,9,9,2,"02002","03/11/2015","1","1"
"02002",101,154,40100,1,9,1,1,9,9,9,9,2,"02002","03/11/2015","1","1"
"02002",101,155,10100,1,2,1,9,4,9,9,9,2,"02002","03/11/2015","1","1"
"02002",102,156,30500,1,9,1,9,9,9,9,9,2,"02002","22/08/2015","1","1"
"02002",103,157,30400,1,9,1,9,9,9,9,9,2,"02002","15/11/2015","1","1"
"02002",103,158,20100,2,9,1,9,3,9,9,9,2,"02002","15/11/2015","1","1"
"02002",103,159,30400,1,9,1,9,9,9,9,9,2,"02002","15/11/2015","1","1"
"02002",103,160,20100,2,9,1,9,3,9,9,9,2,"02002","15/11/2015","1","1"
"02002",104,161,40100,1,9,1,1,9,9,2,1,2,"02002","19/08/2016","1","1"
"02002",104,162,40103,1,9,1,1,9,9,2,1,2,"02002","19/08/2016","1","2"
"02002",105,163,10400,2,1,1,9,9,9,9,1,2,"02002","14/01/2016","1","1"
"02002",106,164,40100,9,9,1,9,9,9,9,9,2,"02002","31/07/2015","1","2"
"02002",106,165,10100,9,2,1,9,4,9,9,9,2,"02002","31/07/2015","1","1"
"02002",106,166,40100,9,9,1,9,9,9,9,9,2,"02002","31/07/2015","1","1"
"02002",106,167,40100,9,9,1,1,9,9,9,9,2,"02002","31/07/2015","1","2"
"02002",106,168,10100,9,2,1,9,4,9,9,9,2,"02002","31/07/2015","1","1"
"02002",107,169,40300,9,9,1,9,9,9,9,9,2,"02002","01/01/2014","1","1"
"02002",108,170,40113,2,9,1,9,4,9,9,9,2,"02002","25/09/2015","1","1"
"02002",108,171,40113,2,9,1,9,4,9,9,9,2,"02002","25/09/2015","1","1"
"02002",109,172,91900,9,9,1,9,9,9,9,9,2,"02002","25/09/2014","1","2"
"02002",109,173,10100,9,9,2,9,9,9,9,9,2,"02002","25/09/2014","1","1"
"02002",110,174,40113,9,9,1,9,4,9,9,9,2,"02002","10/12/2016","1","1"
"02002",111,175,50200,9,9,1,9,9,9,9,9,2,"02002","01/05/2014","1","2"
"02002",112,176,10100,1,9,1,9,4,9,9,9,2,"02002","02/03/2012","1","3"
"02002",113,177,40100,2,9,1,1,9,9,9,1,2,"02002","14/11/2016","1","1"
"02002",114,178,40100,1,9,1,1,9,9,9,9,2,"02002","24/01/2017","1","1"
"02002",115,179,30100,9,9,1,9,9,9,9,9,2,"02002","15/06/2016","1","1"
"02002",116,180,40102,2,9,1,9,4,9,9,9,2,"02002","05/11/2016","1","1"
"02002",116,181,40102,2,9,1,9,4,9,9,1,2,"02002","05/11/2016","1","1"
"02002",117,182,40103,9,9,1,9,9,9,9,9,2,"02002","29/05/2016","1","1"
"02002",118,183,40600,2,9,1,9,9,9,9,9,2,"02002","04/01/2015","1","1"
"02002",118,184,40600,2,9,1,9,9,9,9,9,2,"02002","04/01/2015","1","1"
"02002",119,185,40700,9,9,1,9,9,9,9,9,2,"02002","20/09/2014","1","1"
"02002",120,186,40400,9,9,1,9,9,9,9,9,2,"02002","23/01/2014","1","1"
"02002",120,187,40400,9,9,1,9,9,9,9,9,2,"02002","23/01/2014","1","1"
"02002",121,188,20100,9,9,1,9,9,9,9,9,2,"02002","03/02/2017","1","1"
"02002",121,189,20100,9,9,1,9,9,9,9,9,2,"02002","03/02/2017","1","1"
"02002",122,190,30500,1,9,1,9,9,9,9,9,2,"02002","07/06/2016","1","2"
"02002",123,191,40400,2,9,1,9,9,9,9,3,2,"02002","29/12/2014","1","1"
"02002",124,192,40103,1,9,1,9,9,9,2,1,2,"02002","12/03/2016","1","1"
"02002",124,193,10100,1,9,1,9,4,9,2,1,2,"02002","12/03/2016","1","1"
"02002",124,194,40103,1,9,1,9,9,9,2,1,2,"02002","12/03/2016","1","1"
"02002",124,195,10100,1,9,1,9,4,9,2,1,2,"02002","12/03/2016","1","2"
"02002",124,196,40103,2,9,1,9,9,9,2,1,2,"02002","12/03/2016","1","1"
"02002",124,197,10100,1,9,1,9,4,9,2,1,2,"02002","12/03/2016","1","2"
"02002",125,198,10100,9,9,1,9,4,9,9,9,2,"02002","30/11/2014","1","1"
"02002",125,199,10100,9,9,1,9,4,9,9,9,2,"02002","30/11/2014","1","1"
"02002",125,200,10100,1,1,1,9,4,9,9,2,2,"02002","09/09/1899","1","1"
"02002",126,201,10100,9,9,1,9,4,9,9,9,2,"02002","25/02/2016","1","2"
"02002",126,202,10100,9,9,1,9,4,9,9,9,2,"02002","25/02/2016","1","2"
"02002",127,203,30400,9,9,1,9,9,9,9,9,2,"02002","29/06/2016","1","1"
"02002",127,204,30400,9,9,1,9,9,9,9,9,2,"02002","29/06/2016","1","1"
"02002",128,205,40103,1,9,1,1,9,9,9,1,2,"02002","06/12/2016","1","2"
"02002",128,206,40103,1,2,1,1,9,9,9,1,2,"02002","06/12/2016","1","2"
"02002",129,207,10100,1,2,1,9,4,9,1,2,2,"02002","12/07/2015","1","4"
"02002",129,208,10100,1,9,1,9,4,9,1,2,2,"02002","12/07/2015","1","2"
"02002",130,209,40700,9,9,1,9,9,9,9,9,2,"02002","13/09/2016","1","1"
"02002",131,210,50200,9,9,1,9,9,9,9,9,2,"02002","19/10/2015","1","2"
"02002",132,211,30500,9,1,1,9,9,9,9,9,2,"02002","09/09/1899","1","1"
"02002",133,212,20600,9,1,1,9,9,9,9,9,2,"02002","02/05/2016","1","13"
"02002",133,213,20600,1,1,1,9,9,9,9,2,2,"02002","09/09/1899","1","1"
"02002",134,214,10200,1,1,1,9,9,9,9,1,2,"02002","23/04/2016","1","3"
"02002",135,215,40100,1,9,1,1,9,9,9,1,2,"02002","17/05/2016","1","1"
"02002",136,216,10400,9,9,2,9,9,9,9,9,2,"02002","20/03/2017","1","2"
"02002",136,217,40600,9,9,2,9,9,9,9,9,2,"02002","20/03/2017","1","1"
"02002",137,218,40600,9,9,2,9,9,9,9,9,2,"02002","19/01/2016","1","1"
"02002",138,219,40102,9,9,1,9,4,9,9,9,2,"02002","09/05/2017","1","1"
"02002",138,220,40102,9,9,1,9,4,9,9,9,2,"02002","09/05/2017","1","1"
"02002",139,221,10100,1,9,1,9,4,9,9,9,2,"02002","06/12/2015","1","2"
"02002",140,222,40400,9,9,1,9,9,9,9,9,2,"02002","16/06/2014","1","1"
"02002",141,223,40113,2,9,1,9,4,9,9,1,2,"02002","15/03/2015","1","1"
"02002",142,224,10400,2,9,1,9,9,9,9,3,2,"02002","22/03/2016","1","1"
"02002",143,225,40100,9,9,1,1,9,9,9,9,2,"02002","14/07/2016","1","1"
"02002",143,226,40100,9,9,1,1,9,9,9,9,2,"02002","14/07/2016","1","1"
"02002",144,227,10100,9,9,1,9,4,9,9,9,2,"02002","27/03/2016","1","2"
"02002",144,228,10100,9,9,1,9,4,9,9,9,2,"02002","27/03/2016","1","1"
"02002",145,229,10100,1,9,1,9,4,9,9,1,2,"02002","29/07/2016","1","1"
"02002",145,230,10100,1,9,1,9,4,9,9,1,2,"02002","29/07/2016","1","1"
"02002",145,231,10100,1,9,1,9,4,9,9,1,2,"02002","29/07/2016","1","1"
"02002",146,232,40102,2,1,1,9,4,9,9,1,2,"02002","02/12/2016","1","1"
"02002",147,233,10100,1,2,1,9,4,9,9,9,2,"02002","27/10/2016","1","1"
"02002",148,234,30400,1,9,1,9,9,9,2,1,2,"02002","30/07/2015","1","1"
"02002",148,235,10100,1,9,1,9,4,9,2,2,2,"02002","30/07/2015","1","1"
"02002",149,236,10100,1,1,1,9,4,9,9,2,2,"02002","15/03/2017","1","2"
"02002",150,237,10100,1,2,9,9,4,9,9,9,2,"02002","09/07/2016","1","1"
"02002",150,238,50100,2,9,1,1,9,9,9,9,2,"02002","09/07/2016","1","2"
"02002",151,239,40100,9,9,1,1,9,9,9,9,2,"02002","22/12/2016","1","1"
"02002",152,240,30100,9,9,1,9,9,9,9,9,2,"02002","08/07/2016","1","NSS"
"02002",153,241,10400,1,9,2,9,9,9,1,1,2,"02002","08/07/2015","1","1"
"02002",153,242,40600,1,9,2,9,9,9,1,1,2,"02002","08/07/2015","1","1"
"02002",154,243,40700,9,9,1,9,9,9,9,9,2,"02002","18/06/2015","1","1"
"02002",155,244,40100,9,9,1,1,9,9,9,9,2,"02002","19/08/2016","1","1"
"02002",156,245,90300,2,9,1,9,9,9,9,9,2,"02002","08/06/2016","1","1"
"02002",157,246,40100,1,9,1,1,9,9,9,9,2,"02002","16/06/2017","1","1"
"02002",157,247,40100,1,9,1,1,9,9,9,9,2,"02002","16/06/2017","1","1"
"02002",157,248,40100,1,9,1,1,9,9,9,9,2,"02002","16/06/2017","1","1"
"02002",158,249,40100,2,1,1,1,9,9,9,1,2,"02002","28/12/2016","1","1"
"02002",159,250,90300,9,9,1,9,9,9,9,9,2,"02002","29/09/2015","1","1"
"02002",160,251,40300,2,9,1,9,9,9,9,9,2,"02002","01/02/2015","1","1"
"02002",160,252,40300,2,9,1,9,9,9,9,9,2,"02002","01/02/2015","1","1"
"02002",160,253,40300,2,9,1,9,9,9,9,9,2,"02002","01/02/2015","1","1"
"02002",160,254,40300,2,9,1,9,9,9,9,9,2,"02002","01/02/2015","1","1"
"02002",160,255,40300,2,9,1,9,9,9,9,9,2,"02002","01/02/2015","1","1"
"02002",160,256,40300,2,9,1,9,9,9,9,9,2,"02002","01/02/2015","1","1"
"02002",160,257,40300,2,9,1,9,9,9,9,9,2,"02002","01/02/2015","1","1"
"02002",160,258,40300,2,9,1,9,9,9,9,9,2,"02002","01/02/2015","1","1"
"02002",160,259,40300,2,9,1,9,9,9,9,9,2,"02002","01/02/2015","1","1"
"02002",160,260,40300,2,9,1,9,9,9,9,9,2,"02002","01/02/2015","1","1"
"02002",160,261,40300,2,9,1,9,9,9,9,9,2,"02002","01/02/2015","1","1"
"02002",161,262,40700,9,9,1,9,9,9,9,9,2,"02002","26/06/2014","1","2"
"02003",162,263,10100,1,1,1,9,9,9,1,1,2,"02003","21/08/2016","1","1"
"02003",162,264,10400,2,1,2,9,9,9,1,1,2,"02003","21/08/2016","1","3"
"02003",162,265,40600,2,1,2,9,9,9,1,1,2,"02003","21/08/2016","1","3"
"02003",162,266,70900,2,1,1,9,9,9,1,1,2,"02003","21/08/2016","1","1"
"02003",163,267,40700,2,9,1,9,9,9,9,1,2,"02003","18/05/2016","1","1"
"02003",163,268,40700,2,9,1,9,9,9,9,1,2,"02003","18/05/2016","1","1"
"02003",163,269,40700,2,9,1,9,9,9,9,1,2,"02003","18/05/2016","1","1"
"02003",164,270,10100,2,9,2,9,9,9,9,1,2,"02003","24/04/2017","1","2"
"02003",164,271,10400,2,9,2,9,9,9,9,1,2,"02003","24/04/2017","1","1"
"02003",165,272,30500,1,9,1,9,9,9,1,1,2,"02003","27/08/2016","1","1"
"02003",165,273,30100,1,9,1,9,9,9,1,1,2,"02003","27/08/2016","1","1"
"02004",166,274,40700,9,9,1,9,9,9,9,9,2,"02004","31/05/2016","1","1"
"02004",167,275,40100,9,9,1,1,9,9,9,9,2,"02004","19/10/2016","1","1"
"02004",167,276,40103,9,9,1,9,9,9,9,9,2,"02004","19/10/2016","1","1"
"02004",167,277,40103,9,9,1,1,9,9,9,9,2,"02004","19/10/2016","1","1"
"02004",167,278,40100,9,9,1,1,9,9,9,9,2,"02004","19/10/2016","1","1"
"02004",168,279,40700,9,9,1,9,9,9,9,9,2,"02004","28/06/2016","1","1"
"02004",168,280,40700,9,9,1,9,9,9,9,9,2,"02004","28/06/2016","1","1"
"02004",169,281,30500,9,9,1,9,9,9,9,9,2,"02004","29/06/2016","1","1"
"02004",169,282,30100,9,9,1,9,9,9,9,9,2,"02004","09/09/1899","1","1"
"02004",170,283,40100,9,9,1,1,9,9,9,9,2,"02004","24/06/2016","1","2"
"02004",170,284,40103,9,9,1,1,9,9,9,9,2,"02004","24/06/2016","1","2"
"02004",170,285,20604,9,9,1,9,9,9,9,9,2,"02004","24/06/2016","1","2"
"02004",171,286,90300,9,9,1,9,9,9,9,9,2,"02004","22/07/2016","1","1"
"02004",172,287,30100,9,9,1,9,9,9,9,9,2,"02004","16/04/2016","1","1"
"02004",173,288,30500,1,9,1,9,9,9,9,9,2,"02004","30/08/2016","1","2"
"02004",174,289,30500,9,9,1,9,9,9,9,9,2,"02004","28/08/2016","1","1"
"02004",174,290,30500,9,9,1,9,9,9,9,9,2,"02004","09/09/1899","1","1"
"03001",179,295,40100,2,1,1,1,3,2,9,1,3,"03001","12/01/2016","1","1"
"03001",183,299,30400,9,1,1,1,1,3,9,1,3,"03001","01/02/2016","1","1"
"03001",184,300,50100,9,1,1,1,1,4,9,1,3,"03001","04/12/2015","1","1"
"03001",186,302,30100,9,1,1,1,3,3,9,1,3,"03001","19/06/2016","1","1"
"03001",187,303,40300,9,1,1,9,1,5,9,1,3,"03001","15/01/2015","1","1"
"03001",187,304,40300,9,1,1,9,1,5,9,1,3,"03001","15/01/2015","1","1"
"03001",187,305,40300,9,1,1,9,1,5,9,1,3,"03001","15/01/2015","1","1"
